"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"2004","2004","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",50,Not Applicable,Not Applicable
,"2004","2004","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",23,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",11,7781598,Unreliable
,"2004","2004","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",22,8061179,0.3
,"2004","2004","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",10,1479799,Unreliable
,"2004","2004","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",26,8243064,0.3
,"2004","2004","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",15,1313871,Unreliable
,"2004","2004","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",39,8425967,0.5
,"2004","2004","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",17,1572854,Unreliable
,"2004","2004","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",40,9283211,0.4
,"2004","2004","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",26,1388885,1.9
,"2004","2004","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",72,9324138,0.8
,"2004","2004","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",25,1450410,1.7
,"2004","2004","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",82,9086115,0.9
,"2004","2004","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",43,1277621,3.4
,"2004","2004","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",131,9023016,1.5
,"2004","2004","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",50,1225243,4.1
,"2004","2004","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",110,8210759,1.3
,"2004","2004","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",47,1053416,4.5
,"2004","2004","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",179,8022539,2.2
,"2004","2004","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",42,934852,4.5
,"2004","2004","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",168,7173983,2.3
,"2004","2004","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",70,783212,8.9
,"2004","2004","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",209,6896284,3.0
,"2004","2004","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",55,697668,7.9
,"2004","2004","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",224,5631718,4.0
,"2004","2004","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",64,555039,11.5
,"2004","2004","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",216,5234510,4.1
,"2004","2004","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",72,564536,12.8
,"2004","2004","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",278,4566451,6.1
,"2004","2004","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",10,171379,Unreliable
,"2004","2004","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",73,427949,17.1
,"2004","2004","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",337,4070842,8.3
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",12,164335,Unreliable
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",66,462599,14.3
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",372,4085950,9.1
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",10,122779,Unreliable
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",80,318213,25.1
,"2004","2004","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",455,3391309,13.4
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",15,124066,Unreliable
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",111,374017,29.7
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",536,3803605,14.1
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",15,86878,Unreliable
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",118,223941,52.7
,"2004","2004","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",617,2815107,21.9
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",15,78641,Unreliable
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",113,260441,43.4
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",735,3065529,24.0
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",17,54945,Unreliable
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",104,134816,77.1
,"2004","2004","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",726,1913306,37.9
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",13,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",105,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",636,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",12,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",61,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",505,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian or Pacific Islander","A-PI",13,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",70,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",449,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",35,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",244,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",29,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",160,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",13,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",50,Not Applicable,Not Applicable
,"2004","2004","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",23,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Black or African American","2054-5",13,329152,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","White","2106-3",11,1575751,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",15,7752695,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Black or African American","2054-5",10,1438633,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",20,7577296,0.3
,"2005","2005","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",11,7840508,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",24,8176053,0.3
,"2005","2005","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",12,1307656,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",34,8370486,0.4
,"2005","2005","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",17,1571692,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",40,9157860,0.4
,"2005","2005","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",26,1388827,1.9
,"2005","2005","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",66,9197005,0.7
,"2005","2005","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",24,1491287,1.6
,"2005","2005","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",99,9192394,1.1
,"2005","2005","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",46,1317015,3.5
,"2005","2005","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",145,9138845,1.6
,"2005","2005","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",52,1266715,4.1
,"2005","2005","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",130,8403987,1.5
,"2005","2005","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",64,1093030,5.9
,"2005","2005","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",203,8218017,2.5
,"2005","2005","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",66,1007600,6.6
,"2005","2005","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",197,7518512,2.6
,"2005","2005","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",10,338822,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",70,848277,8.3
,"2005","2005","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",257,7233416,3.6
,"2005","2005","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",59,719487,8.2
,"2005","2005","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",229,5812425,3.9
,"2005","2005","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",81,574127,14.1
,"2005","2005","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",275,5418172,5.1
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",50,578554,8.6
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",298,4638302,6.4
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",12,183221,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",84,439883,19.1
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",393,4151108,9.5
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",10,170470,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",88,469009,18.8
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",441,4061099,10.9
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",12,129538,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",99,325777,30.4
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",517,3395798,15.2
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",20,131114,15.3
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",119,378019,31.5
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",616,3769678,16.3
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",22,91381,24.1
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",100,228210,43.8
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",697,2829825,24.6
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",12,83948,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",145,264754,54.8
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",781,3092515,25.3
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",19,58134,Unreliable
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",98,137527,71.3
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",759,1952437,38.9
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",21,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",100,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",820,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",11,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",66,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",615,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",83,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",496,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",41,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",277,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",23,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",173,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",59,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Black or African American","2054-5",11,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",19,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","White","2106-3",10,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",13,329152,Unreliable
,"2005","2005","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",11,1575751,Unreliable
,"2005","2005","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",15,7752695,Unreliable
,"2005","2005","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",10,1438633,Unreliable
,"2005","2005","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",20,7577296,0.3
,"2005","2005","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",11,7840508,Unreliable
,"2005","2005","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",24,8176053,0.3
,"2005","2005","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",12,1307656,Unreliable
,"2005","2005","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",34,8370486,0.4
,"2005","2005","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",17,1571692,Unreliable
,"2005","2005","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",40,9157860,0.4
,"2005","2005","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",26,1388827,1.9
,"2005","2005","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",66,9197005,0.7
,"2005","2005","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",24,1491287,1.6
,"2005","2005","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",99,9192394,1.1
,"2005","2005","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",45,1317015,3.4
,"2005","2005","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",147,9138845,1.6
,"2005","2005","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",52,1266715,4.1
,"2005","2005","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",130,8403987,1.5
,"2005","2005","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",64,1093030,5.9
,"2005","2005","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",206,8218017,2.5
,"2005","2005","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",66,1007600,6.6
,"2005","2005","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",199,7518512,2.6
,"2005","2005","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",10,338822,Unreliable
,"2005","2005","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",71,848277,8.4
,"2005","2005","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",258,7233416,3.6
,"2005","2005","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",59,719487,8.2
,"2005","2005","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",231,5812425,4.0
,"2005","2005","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",82,574127,14.3
,"2005","2005","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",276,5418172,5.1
,"2005","2005","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",50,578554,8.6
,"2005","2005","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",298,4638302,6.4
,"2005","2005","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",12,183221,Unreliable
,"2005","2005","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",85,439883,19.3
,"2005","2005","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",395,4151108,9.5
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",10,170470,Unreliable
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",90,469009,19.2
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",442,4061099,10.9
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",12,129538,Unreliable
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",100,325777,30.7
,"2005","2005","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",521,3395798,15.3
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",20,131114,15.3
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",120,378019,31.7
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",618,3769678,16.4
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",22,91381,24.1
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",100,228210,43.8
,"2005","2005","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",697,2829825,24.6
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",12,83948,Unreliable
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",145,264754,54.8
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",786,3092515,25.4
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",19,58134,Unreliable
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",98,137527,71.3
,"2005","2005","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",765,1952437,39.2
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",21,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",100,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",825,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",11,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",67,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",619,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",82,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",499,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",41,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",279,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",23,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",173,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",59,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",11,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",19,Not Applicable,Not Applicable
,"2005","2005","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",10,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",16,7948362,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",14,7363441,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",22,7633541,0.3
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",13,1485026,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",31,8204390,0.4
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",13,1316137,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",50,8395132,0.6
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",19,1563778,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",57,8930718,0.6
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",17,1387611,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",88,8989893,1.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",29,1520017,1.9
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",97,9291738,1.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",41,1345420,3.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",149,9240070,1.6
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",53,1310132,4.0
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",151,8579327,1.8
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",66,1135007,5.8
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",218,8393667,2.6
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",59,1080259,5.5
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",179,7875440,2.3
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",76,910675,8.3
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",301,7572294,4.0
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",59,743039,7.9
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",279,5965448,4.7
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Asian or Pacific Islander","A-PI",15,249982,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",85,595512,14.3
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",323,5576307,5.8
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",92,592001,15.5
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",298,4750968,6.3
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",22,193763,11.4
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",64,450406,14.2
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",374,4263038,8.8
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",12,177623,Unreliable
