"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","American Indian or Alaska Native","1002-5",32,132423,24.2
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Asian","A",44,803834,5.5
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",422,1478704,28.5
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",1179,7529611,15.7
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","More than one race","M",23,226359,10.2
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","American Indian or Alaska Native","1002-5",64,140174,45.7
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Asian","A",68,702810,9.7
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",402,1325942,30.3
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",13,30615,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",1499,7703392,19.5
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","American Indian or Alaska Native","1002-5",54,125266,43.1
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Asian","A",78,777155,10.0
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",629,1431378,43.9
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",13,24785,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",1924,7549616,25.5
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","More than one race","M",30,189502,15.8
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","American Indian or Alaska Native","1002-5",79,128938,61.3
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Asian","A",99,682910,14.5
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",658,1256846,52.4
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",19,25986,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",2345,7608693,30.8
,"2020","2020","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","More than one race","M",36,169531,21.2
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",84,119690,70.2
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Asian","A",102,680122,15.0
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",966,1419284,68.1
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",16,23566,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",3007,7936877,37.9
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","More than one race","M",36,164200,21.9
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","American Indian or Alaska Native","1002-5",89,121326,73.4
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Asian","A",135,591319,22.8
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",1082,1246081,86.8
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",23,23461,98.0
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",3976,7921383,50.2
,"2020","2020","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","More than one race","M",32,148218,21.6
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","American Indian or Alaska Native","1002-5",114,121916,93.5
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Asian","A",159,620933,25.6
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",1557,1463390,106.4
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",29,22415,129.4
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",5095,8707436,58.5
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","More than one race","M",48,155081,31.0
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",145,117458,123.4
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Asian","A",247,531410,46.5
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",1710,1259684,135.7
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",22,21586,101.9
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",6619,8443960,78.4
,"2020","2020","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","More than one race","M",52,137830,37.7
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","American Indian or Alaska Native","1002-5",147,109672,134.0
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Asian","A",227,571851,39.7
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",2129,1361520,156.4
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",27,18785,143.7
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",7510,8625422,87.1
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","More than one race","M",64,135822,47.1
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","American Indian or Alaska Native","1002-5",131,100847,129.9
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Asian","A",392,470592,83.3
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",2490,1131562,220.0
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",39,18143,215.0
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",9596,8135492,118.0
,"2020","2020","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","More than one race","M",61,120870,50.5
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","American Indian or Alaska Native","1002-5",157,84501,185.8
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Asian","A",315,495782,63.5
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",2451,1099867,222.8
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",28,14621,191.5
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",9500,7684534,123.6
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","More than one race","M",69,104011,66.3
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",150,74682,200.9
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian","A",462,388348,119.0
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",2839,847727,334.9
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",36,13136,274.1
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",11885,6976071,170.4
,"2020","2020","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","More than one race","M",80,90387,88.5
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",151,61581,245.2
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian","A",418,395039,105.8
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",2502,823223,303.9
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",31,10758,288.2
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",11742,6514879,180.2
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","More than one race","M",87,77062,112.9
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",151,54260,278.3
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian","A",562,307173,183.0
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",2712,599043,452.7
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",30,10012,299.6
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",14192,5757502,246.5
,"2020","2020","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","More than one race","M",73,65199,112.0
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",98,38969,251.5
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian","A",386,255256,151.2
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",2354,537031,438.3
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",21,6622,317.1
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",12212,4625198,264.0
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","More than one race","M",60,50073,119.8
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",113,32151,351.5
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian","A",592,199672,296.5
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",2331,356996,652.9
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",19,5772,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",14312,3839390,372.8
,"2020","2020","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","More than one race","M",81,39703,204.0
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",106,24740,428.5
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian","A",481,172616,278.7
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",2166,359598,602.3
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",23,4358,527.8
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",12114,3122283,388.0
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","More than one race","M",64,31528,203.0
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",81,18608,435.3
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian","A",570,131903,432.1
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",1879,212937,882.4
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",10,3352,Unreliable
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",12877,2359191,545.8
,"2020","2020","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","More than one race","M",51,23600,216.1
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",71,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian","A",534,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",1796,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",14,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",11824,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","More than one race","M",47,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",63,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian","A",478,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",1315,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",17,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",10829,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","More than one race","M",34,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",31,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Asian","A",391,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",1194,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",9265,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","More than one race","M",25,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",29,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Asian","A",310,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",665,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",6860,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","More than one race","M",19,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","American Indian or Alaska Native","1002-5",15,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Asian","A",204,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",493,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",3910,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","More than one race","M",10,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Asian","A",127,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Black or African American","2054-5",221,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",2063,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Asian","A",37,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Black or African American","2054-5",139,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",593,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Asian","A",27,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Black or African American","2054-5",36,Not Applicable,Not Applicable
,"2020","2020","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","White","2106-3",238,Not Applicable,Not Applicable
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","Black or African American","2054-5",49,281768,17.4
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","White","2106-3",88,1203312,7.3
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Asian","A",11,106562,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Black or African American","2054-5",70,291911,24.0
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","White","2106-3",111,1259238,8.8
,"2021","2021","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","More than one race","M",13,121630,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","Black or African American","2054-5",12,1184102,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","White","2106-3",44,5180594,0.8
,"2021","2021","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","Black or African American","2054-5",25,1216987,2.1
,"2021","2021","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","White","2106-3",57,5431717,1.0
,"2021","2021","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","White","2106-3",36,6972236,0.5
,"2021","2021","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","Black or African American","2054-5",17,1575292,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","White","2106-3",28,7321723,0.4
,"2021","2021","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","Black or African American","2054-5",13,1607019,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","White","2106-3",34,7489399,0.5
,"2021","2021","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","Black or African American","2054-5",13,1662769,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","White","2106-3",45,7900086,0.6
,"2021","2021","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","Black or African American","2054-5",18,1575814,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","White","2106-3",66,7675552,0.9
,"2021","2021","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","Black or African American","2054-5",38,1620922,2.3
,"2021","2021","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","White","2106-3",87,8081757,1.1
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","American Indian or Alaska Native","1002-5",10,159557,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","Black or African American","2054-5",68,1616880,4.2
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","White","2106-3",169,7678520,2.2
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","American Indian or Alaska Native","1002-5",11,164825,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Asian","A",13,636521,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Black or African American","2054-5",71,1652737,4.3
,"2021","2021","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","White","2106-3",221,8040550,2.7
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","American Indian or Alaska Native","1002-5",14,162700,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","Asian","A",19,757046,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","Black or African American","2054-5",121,1745449,6.9
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","White","2106-3",360,7930621,4.5
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","American Indian or Alaska Native","1002-5",23,169018,13.6
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Asian","A",18,750251,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Black or African American","2054-5",136,1769686,7.7
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",460,8267859,5.6
,"2021","2021","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","More than one race","M",11,389099,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","American Indian or Alaska Native","1002-5",38,157488,24.1
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Asian","A",25,893990,2.8
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Black or African American","2054-5",236,1784200,13.2
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",643,8232924,7.8
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","More than one race","M",15,325033,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","American Indian or Alaska Native","1002-5",40,172147,23.2
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Asian","A",32,847740,3.8
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Black or African American","2054-5",213,1742726,12.2
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",14,38346,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",790,8564386,9.2
,"2021","2021","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","More than one race","M",21,308959,6.8
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","American Indian or Alaska Native","1002-5",42,145973,28.8
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Asian","A",33,895946,3.7
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",338,1593445,21.2
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",10,33614,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",1046,8095660,12.9
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","More than one race","M",20,270847,7.4
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","American Indian or Alaska Native","1002-5",57,159554,35.7
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Asian","A",54,831740,6.5
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",335,1501626,22.3
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",16,37333,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",1430,8482227,16.9
,"2021","2021","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","More than one race","M",13,251353,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","American Indian or Alaska Native","1002-5",43,136490,31.5
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Asian","A",42,826541,5.1
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",547,1526103,35.8
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",21,29874,70.3
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",1520,7753805,19.6
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","More than one race","M",34,237943,14.3
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","American Indian or Alaska Native","1002-5",75,146350,51.2
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Asian","A",89,735373,12.1
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",528,1393869,37.9
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",11,32777,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",2094,8067661,26.0
,"2021","2021","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","More than one race","M",30,217750,13.8
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","American Indian or Alaska Native","1002-5",78,124648,62.6
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Asian","A",74,786862,9.4
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",723,1408472,51.3
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",17,25240,Unreliable
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",2139,7367859,29.0
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","More than one race","M",33,192672,17.1
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","American Indian or Alaska Native","1002-5",102,131317,77.7
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Asian","A",115,703984,16.3
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",728,1262390,57.7
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",26,26836,96.9
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",2992,7576202,39.5
,"2021","2021","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","More than one race","M",40,175028,22.9
,"2021","2021","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",101,121669,83.0
