"Notes","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Iowa","19","2010","2010","Renal failure","N17-N19","65-74 years","65-74",26,224656,11.6
,"Iowa","19","2010","2010","Renal failure","N17-N19","75-84 years","75-84",30,153574,19.5
,"Iowa","19","2010","2010","Renal failure","N17-N19","85+ years","85+",30,74658,40.2
,"Iowa","19","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",26,228350,11.4
,"Iowa","19","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",28,152730,18.3
,"Iowa","19","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",42,76658,54.8
,"Iowa","19","2011","2011","Renal failure","N17-N19","55-64 years","55-64",10,389049,Unreliable
,"Iowa","19","2011","2011","Renal failure","N17-N19","65-74 years","65-74",26,228350,11.4
,"Iowa","19","2011","2011","Renal failure","N17-N19","75-84 years","75-84",29,152730,19.0
,"Iowa","19","2011","2011","Renal failure","N17-N19","85+ years","85+",42,76658,54.8
,"Iowa","19","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",11,393632,Unreliable
,"Iowa","19","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",21,240544,8.7
,"Iowa","19","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",41,152389,26.9
,"Iowa","19","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",48,77372,62.0
,"Iowa","19","2012","2012","Renal failure","N17-N19","55-64 years","55-64",11,393632,Unreliable
,"Iowa","19","2012","2012","Renal failure","N17-N19","65-74 years","65-74",21,240544,8.7
,"Iowa","19","2012","2012","Renal failure","N17-N19","75-84 years","75-84",42,152389,27.6
,"Iowa","19","2012","2012","Renal failure","N17-N19","85+ years","85+",48,77372,62.0
,"Iowa","19","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",22,401545,5.5
,"Iowa","19","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",21,250275,8.4
,"Iowa","19","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",40,152109,26.3
,"Iowa","19","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",34,78495,43.3
,"Iowa","19","2013","2013","Renal failure","N17-N19","55-64 years","55-64",22,401545,5.5
,"Iowa","19","2013","2013","Renal failure","N17-N19","65-74 years","65-74",21,250275,8.4
,"Iowa","19","2013","2013","Renal failure","N17-N19","75-84 years","75-84",41,152109,27.0
,"Iowa","19","2013","2013","Renal failure","N17-N19","85+ years","85+",35,78495,44.6
,"Iowa","19","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",21,407141,5.2
,"Iowa","19","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",27,259948,10.4
,"Iowa","19","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",49,152699,32.1
,"Iowa","19","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",59,78702,75.0
,"Iowa","19","2014","2014","Renal failure","N17-N19","55-64 years","55-64",21,407141,5.2
,"Iowa","19","2014","2014","Renal failure","N17-N19","65-74 years","65-74",28,259948,10.8
,"Iowa","19","2014","2014","Renal failure","N17-N19","75-84 years","75-84",49,152699,32.1
,"Iowa","19","2014","2014","Renal failure","N17-N19","85+ years","85+",59,78702,75.0
,"Iowa","19","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",12,398825,Unreliable
,"Iowa","19","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",22,413317,5.3
,"Iowa","19","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",28,270456,10.4
,"Iowa","19","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",35,153235,22.8
,"Iowa","19","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",49,79186,61.9
,"Iowa","19","2015","2015","Renal failure","N17-N19","45-54 years","45-54",12,398825,Unreliable
,"Iowa","19","2015","2015","Renal failure","N17-N19","55-64 years","55-64",22,413317,5.3
,"Iowa","19","2015","2015","Renal failure","N17-N19","65-74 years","65-74",28,270456,10.4
,"Iowa","19","2015","2015","Renal failure","N17-N19","75-84 years","75-84",35,153235,22.8
,"Iowa","19","2015","2015","Renal failure","N17-N19","85+ years","85+",49,79186,61.9
,"Iowa","19","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",28,415998,6.7
,"Iowa","19","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",32,281046,11.4
,"Iowa","19","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",31,154469,20.1
,"Iowa","19","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",45,78700,57.2
,"Iowa","19","2016","2016","Renal failure","N17-N19","55-64 years","55-64",28,415998,6.7
,"Iowa","19","2016","2016","Renal failure","N17-N19","65-74 years","65-74",33,281046,11.7
,"Iowa","19","2016","2016","Renal failure","N17-N19","75-84 years","75-84",31,154469,20.1
,"Iowa","19","2016","2016","Renal failure","N17-N19","85+ years","85+",46,78700,58.4
,"Iowa","19","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",25,417559,6.0
,"Iowa","19","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",45,291511,15.4
,"Iowa","19","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",55,155209,35.4
,"Iowa","19","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",62,79337,78.1
,"Iowa","19","2017","2017","Renal failure","N17-N19","45-54 years","45-54",10,380879,Unreliable
,"Iowa","19","2017","2017","Renal failure","N17-N19","55-64 years","55-64",26,417559,6.2
,"Iowa","19","2017","2017","Renal failure","N17-N19","65-74 years","65-74",45,291511,15.4
,"Iowa","19","2017","2017","Renal failure","N17-N19","75-84 years","75-84",56,155209,36.1
,"Iowa","19","2017","2017","Renal failure","N17-N19","85+ years","85+",62,79337,78.1
,"Kansas","20","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",15,331247,Unreliable
,"Kansas","20","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",20,190389,10.5
,"Kansas","20","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",38,126409,30.1
,"Kansas","20","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",35,59318,59.0
,"Kansas","20","2010","2010","Renal failure","N17-N19","55-64 years","55-64",15,331247,Unreliable
,"Kansas","20","2010","2010","Renal failure","N17-N19","65-74 years","65-74",20,190389,10.5
,"Kansas","20","2010","2010","Renal failure","N17-N19","75-84 years","75-84",38,126409,30.1
,"Kansas","20","2010","2010","Renal failure","N17-N19","85+ years","85+",35,59318,59.0
,"Kansas","20","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",22,346152,6.4
,"Kansas","20","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",21,195260,10.8
,"Kansas","20","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",35,125995,27.8
,"Kansas","20","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",42,61406,68.4
,"Kansas","20","2011","2011","Renal failure","N17-N19","55-64 years","55-64",22,346152,6.4
,"Kansas","20","2011","2011","Renal failure","N17-N19","65-74 years","65-74",21,195260,10.8
,"Kansas","20","2011","2011","Renal failure","N17-N19","75-84 years","75-84",35,125995,27.8
,"Kansas","20","2011","2011","Renal failure","N17-N19","85+ years","85+",42,61406,68.4
,"Kansas","20","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",15,351110,Unreliable
,"Kansas","20","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",29,206830,14.0
,"Kansas","20","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",38,125271,30.3
,"Kansas","20","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",29,62168,46.6
,"Kansas","20","2012","2012","Renal failure","N17-N19","55-64 years","55-64",15,351110,Unreliable
,"Kansas","20","2012","2012","Renal failure","N17-N19","65-74 years","65-74",30,206830,14.5
,"Kansas","20","2012","2012","Renal failure","N17-N19","75-84 years","75-84",38,125271,30.3
,"Kansas","20","2012","2012","Renal failure","N17-N19","85+ years","85+",29,62168,46.6
,"Kansas","20","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",24,356847,6.7
,"Kansas","20","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",29,216544,13.4
,"Kansas","20","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",34,125528,27.1
,"Kansas","20","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",40,62991,63.5
,"Kansas","20","2013","2013","Renal failure","N17-N19","55-64 years","55-64",25,356847,7.0
,"Kansas","20","2013","2013","Renal failure","N17-N19","65-74 years","65-74",29,216544,13.4
,"Kansas","20","2013","2013","Renal failure","N17-N19","75-84 years","75-84",34,125528,27.1
,"Kansas","20","2013","2013","Renal failure","N17-N19","85+ years","85+",40,62991,63.5
,"Kansas","20","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",15,362462,Unreliable
,"Kansas","20","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",18,225583,Unreliable
,"Kansas","20","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",27,126049,21.4
,"Kansas","20","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",37,63827,58.0
,"Kansas","20","2014","2014","Renal failure","N17-N19","55-64 years","55-64",15,362462,Unreliable
,"Kansas","20","2014","2014","Renal failure","N17-N19","65-74 years","65-74",19,225583,Unreliable
,"Kansas","20","2014","2014","Renal failure","N17-N19","75-84 years","75-84",28,126049,22.2
,"Kansas","20","2014","2014","Renal failure","N17-N19","85+ years","85+",38,63827,59.5
,"Kansas","20","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",12,360892,Unreliable
,"Kansas","20","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",23,367203,6.3
,"Kansas","20","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",31,235268,13.2
,"Kansas","20","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",37,126517,29.2
,"Kansas","20","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",36,64625,55.7
,"Kansas","20","2015","2015","Renal failure","N17-N19","45-54 years","45-54",12,360892,Unreliable
,"Kansas","20","2015","2015","Renal failure","N17-N19","55-64 years","55-64",23,367203,6.3
,"Kansas","20","2015","2015","Renal failure","N17-N19","65-74 years","65-74",31,235268,13.2
,"Kansas","20","2015","2015","Renal failure","N17-N19","75-84 years","75-84",37,126517,29.2
,"Kansas","20","2015","2015","Renal failure","N17-N19","85+ years","85+",36,64625,55.7
,"Kansas","20","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",10,354323,Unreliable
,"Kansas","20","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",20,372194,5.4
,"Kansas","20","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",56,244996,22.9
,"Kansas","20","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",29,127193,22.8
,"Kansas","20","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",48,64804,74.1
,"Kansas","20","2016","2016","Renal failure","N17-N19","45-54 years","45-54",10,354323,Unreliable
,"Kansas","20","2016","2016","Renal failure","N17-N19","55-64 years","55-64",20,372194,5.4
,"Kansas","20","2016","2016","Renal failure","N17-N19","65-74 years","65-74",56,244996,22.9
,"Kansas","20","2016","2016","Renal failure","N17-N19","75-84 years","75-84",30,127193,23.6
,"Kansas","20","2016","2016","Renal failure","N17-N19","85+ years","85+",48,64804,74.1
,"Kansas","20","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",13,345555,Unreliable
,"Kansas","20","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",31,373644,8.3
,"Kansas","20","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",33,255057,12.9
,"Kansas","20","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",43,129564,33.2
,"Kansas","20","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",62,64942,95.5
,"Kansas","20","2017","2017","Renal failure","N17-N19","45-54 years","45-54",13,345555,Unreliable
,"Kansas","20","2017","2017","Renal failure","N17-N19","55-64 years","55-64",31,373644,8.3
,"Kansas","20","2017","2017","Renal failure","N17-N19","65-74 years","65-74",33,255057,12.9
,"Kansas","20","2017","2017","Renal failure","N17-N19","75-84 years","75-84",43,129564,33.2
,"Kansas","20","2017","2017","Renal failure","N17-N19","85+ years","85+",62,64942,95.5
,"Kentucky","21","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",21,643097,3.3
,"Kentucky","21","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",42,538993,7.8
,"Kentucky","21","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",76,325314,23.4
,"Kentucky","21","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",107,183705,58.2
,"Kentucky","21","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",99,69208,143.0
,"Kentucky","21","2010","2010","Renal failure","N17-N19","45-54 years","45-54",21,643097,3.3
,"Kentucky","21","2010","2010","Renal failure","N17-N19","55-64 years","55-64",42,538993,7.8
,"Kentucky","21","2010","2010","Renal failure","N17-N19","65-74 years","65-74",76,325314,23.4
,"Kentucky","21","2010","2010","Renal failure","N17-N19","75-84 years","75-84",107,183705,58.2
,"Kentucky","21","2010","2010","Renal failure","N17-N19","85+ years","85+",99,69208,143.0
,"Kentucky","21","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",24,637556,3.8
,"Kentucky","21","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",52,560468,9.3
,"Kentucky","21","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",76,334546,22.7
,"Kentucky","21","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",104,185832,56.0
,"Kentucky","21","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",97,71473,135.7
,"Kentucky","21","2011","2011","Renal failure","N17-N19","45-54 years","45-54",24,637556,3.8
,"Kentucky","21","2011","2011","Renal failure","N17-N19","55-64 years","55-64",52,560468,9.3
,"Kentucky","21","2011","2011","Renal failure","N17-N19","65-74 years","65-74",78,334546,23.3
,"Kentucky","21","2011","2011","Renal failure","N17-N19","75-84 years","75-84",104,185832,56.0
,"Kentucky","21","2011","2011","Renal failure","N17-N19","85+ years","85+",97,71473,135.7
,"Kentucky","21","2012","2012","Other bacterial diseases","A30-A49","45-54 years","45-54",30,627061,4.8
,"Kentucky","21","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",64,562778,11.4
,"Kentucky","21","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",75,355298,21.1
,"Kentucky","21","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",91,186384,48.8
,"Kentucky","21","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",82,72971,112.4
,"Kentucky","21","2012","2012","Renal failure","N17-N19","45-54 years","45-54",31,627061,4.9
,"Kentucky","21","2012","2012","Renal failure","N17-N19","55-64 years","55-64",64,562778,11.4
,"Kentucky","21","2012","2012","Renal failure","N17-N19","65-74 years","65-74",75,355298,21.1
,"Kentucky","21","2012","2012","Renal failure","N17-N19","75-84 years","75-84",91,186384,48.8
,"Kentucky","21","2012","2012","Renal failure","N17-N19","85+ years","85+",82,72971,112.4
,"Kentucky","21","2013","2013","Other bacterial diseases","A30-A49","45-54 years","45-54",24,619528,3.9
,"Kentucky","21","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",52,571744,9.1
,"Kentucky","21","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",76,370128,20.5
,"Kentucky","21","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",71,189439,37.5
,"Kentucky","21","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",57,74685,76.3
,"Kentucky","21","2013","2013","Renal failure","N17-N19","45-54 years","45-54",24,619528,3.9
,"Kentucky","21","2013","2013","Renal failure","N17-N19","55-64 years","55-64",52,571744,9.1
,"Kentucky","21","2013","2013","Renal failure","N17-N19","65-74 years","65-74",76,370128,20.5
,"Kentucky","21","2013","2013","Renal failure","N17-N19","75-84 years","75-84",71,189439,37.5
,"Kentucky","21","2013","2013","Renal failure","N17-N19","85+ years","85+",58,74685,77.7
,"Kentucky","21","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",24,610933,3.9
,"Kentucky","21","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",63,578122,10.9
,"Kentucky","21","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",78,385387,20.2
,"Kentucky","21","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",91,193232,47.1
,"Kentucky","21","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",91,75895,119.9
,"Kentucky","21","2014","2014","Renal failure","N17-N19","45-54 years","45-54",25,610933,4.1
,"Kentucky","21","2014","2014","Renal failure","N17-N19","55-64 years","55-64",63,578122,10.9
,"Kentucky","21","2014","2014","Renal failure","N17-N19","65-74 years","65-74",78,385387,20.2
,"Kentucky","21","2014","2014","Renal failure","N17-N19","75-84 years","75-84",91,193232,47.1
,"Kentucky","21","2014","2014","Renal failure","N17-N19","85+ years","85+",91,75895,119.9
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","35-44 years","35-44",14,559036,Unreliable
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","45-54 years","45-54",26,603912,4.3
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",81,585545,13.8
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",105,398866,26.3
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",138,196538,70.2
,"Kentucky","21","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",112,77361,144.8
,"Kentucky","21","2015","2015","Renal failure","N17-N19","35-44 years","35-44",14,559036,Unreliable
,"Kentucky","21","2015","2015","Renal failure","N17-N19","45-54 years","45-54",26,603912,4.3
,"Kentucky","21","2015","2015","Renal failure","N17-N19","55-64 years","55-64",81,585545,13.8
,"Kentucky","21","2015","2015","Renal failure","N17-N19","65-74 years","65-74",106,398866,26.6
,"Kentucky","21","2015","2015","Renal failure","N17-N19","75-84 years","75-84",140,196538,71.2
,"Kentucky","21","2015","2015","Renal failure","N17-N19","85+ years","85+",114,77361,147.4
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","35-44 years","35-44",12,553030,Unreliable
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","45-54 years","45-54",39,596852,6.5
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",76,590470,12.9
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",107,411687,26.0
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",119,200941,59.2
,"Kentucky","21","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",92,78089,117.8
,"Kentucky","21","2016","2016","Renal failure","N17-N19","35-44 years","35-44",13,553030,Unreliable
,"Kentucky","21","2016","2016","Renal failure","N17-N19","45-54 years","45-54",41,596852,6.9
,"Kentucky","21","2016","2016","Renal failure","N17-N19","55-64 years","55-64",77,590470,13.0
,"Kentucky","21","2016","2016","Renal failure","N17-N19","65-74 years","65-74",108,411687,26.2
,"Kentucky","21","2016","2016","Renal failure","N17-N19","75-84 years","75-84",119,200941,59.2
,"Kentucky","21","2016","2016","Renal failure","N17-N19","85+ years","85+",94,78089,120.4
,"Kentucky","21","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",32,588090,5.4
,"Kentucky","21","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",87,594559,14.6
,"Kentucky","21","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",114,425393,26.8
,"Kentucky","21","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",111,206343,53.8
,"Kentucky","21","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",95,79613,119.3
,"Kentucky","21","2017","2017","Renal failure","N17-N19","45-54 years","45-54",32,588090,5.4
,"Kentucky","21","2017","2017","Renal failure","N17-N19","55-64 years","55-64",92,594559,15.5
,"Kentucky","21","2017","2017","Renal failure","N17-N19","65-74 years","65-74",118,425393,27.7
,"Kentucky","21","2017","2017","Renal failure","N17-N19","75-84 years","75-84",112,206343,54.3
,"Kentucky","21","2017","2017","Renal failure","N17-N19","85+ years","85+",96,79613,120.6
,"Louisiana","22","2010","2010","Other bacterial diseases","A30-A49","45-54 years","45-54",13,654375,Unreliable
,"Louisiana","22","2010","2010","Other bacterial diseases","A30-A49","55-64 years","55-64",31,535562,5.8
,"Louisiana","22","2010","2010","Other bacterial diseases","A30-A49","65-74 years","65-74",48,311994,15.4
,"Louisiana","22","2010","2010","Other bacterial diseases","A30-A49","75-84 years","75-84",70,180177,38.9
,"Louisiana","22","2010","2010","Other bacterial diseases","A30-A49","85+ years","85+",62,65686,94.4
,"Louisiana","22","2010","2010","Renal failure","N17-N19","45-54 years","45-54",13,654375,Unreliable
,"Louisiana","22","2010","2010","Renal failure","N17-N19","55-64 years","55-64",32,535562,6.0
,"Louisiana","22","2010","2010","Renal failure","N17-N19","65-74 years","65-74",48,311994,15.4
,"Louisiana","22","2010","2010","Renal failure","N17-N19","75-84 years","75-84",70,180177,38.9
,"Louisiana","22","2010","2010","Renal failure","N17-N19","85+ years","85+",63,65686,95.9
,"Louisiana","22","2011","2011","Other bacterial diseases","A30-A49","45-54 years","45-54",18,645604,Unreliable
,"Louisiana","22","2011","2011","Other bacterial diseases","A30-A49","55-64 years","55-64",32,560025,5.7
,"Louisiana","22","2011","2011","Other bacterial diseases","A30-A49","65-74 years","65-74",50,321914,15.5
,"Louisiana","22","2011","2011","Other bacterial diseases","A30-A49","75-84 years","75-84",64,182022,35.2
,"Louisiana","22","2011","2011","Other bacterial diseases","A30-A49","85+ years","85+",55,68504,80.3
,"Louisiana","22","2011","2011","Renal failure","N17-N19","45-54 years","45-54",18,645604,Unreliable
,"Louisiana","22","2011","2011","Renal failure","N17-N19","55-64 years","55-64",32,560025,5.7
,"Louisiana","22","2011","2011","Renal failure","N17-N19","65-74 years","65-74",50,321914,15.5
,"Louisiana","22","2011","2011","Renal failure","N17-N19","75-84 years","75-84",64,182022,35.2
,"Louisiana","22","2011","2011","Renal failure","N17-N19","85+ years","85+",55,68504,80.3
,"Louisiana","22","2012","2012","Other bacterial diseases","A30-A49","55-64 years","55-64",31,566887,5.5
,"Louisiana","22","2012","2012","Other bacterial diseases","A30-A49","65-74 years","65-74",39,341656,11.4
,"Louisiana","22","2012","2012","Other bacterial diseases","A30-A49","75-84 years","75-84",52,182809,28.4
,"Louisiana","22","2012","2012","Other bacterial diseases","A30-A49","85+ years","85+",57,70740,80.6
,"Louisiana","22","2012","2012","Renal failure","N17-N19","55-64 years","55-64",31,566887,5.5
,"Louisiana","22","2012","2012","Renal failure","N17-N19","65-74 years","65-74",39,341656,11.4
,"Louisiana","22","2012","2012","Renal failure","N17-N19","75-84 years","75-84",52,182809,28.4
,"Louisiana","22","2012","2012","Renal failure","N17-N19","85+ years","85+",57,70740,80.6
,"Louisiana","22","2013","2013","Other bacterial diseases","A30-A49","55-64 years","55-64",31,577651,5.4
,"Louisiana","22","2013","2013","Other bacterial diseases","A30-A49","65-74 years","65-74",54,355158,15.2
,"Louisiana","22","2013","2013","Other bacterial diseases","A30-A49","75-84 years","75-84",63,185042,34.0
,"Louisiana","22","2013","2013","Other bacterial diseases","A30-A49","85+ years","85+",56,73286,76.4
,"Louisiana","22","2013","2013","Renal failure","N17-N19","55-64 years","55-64",31,577651,5.4
,"Louisiana","22","2013","2013","Renal failure","N17-N19","65-74 years","65-74",53,355158,14.9
,"Louisiana","22","2013","2013","Renal failure","N17-N19","75-84 years","75-84",63,185042,34.0
,"Louisiana","22","2013","2013","Renal failure","N17-N19","85+ years","85+",56,73286,76.4
,"Louisiana","22","2014","2014","Other bacterial diseases","A30-A49","45-54 years","45-54",15,613254,Unreliable
,"Louisiana","22","2014","2014","Other bacterial diseases","A30-A49","55-64 years","55-64",27,587866,4.6
,"Louisiana","22","2014","2014","Other bacterial diseases","A30-A49","65-74 years","65-74",42,370732,11.3
,"Louisiana","22","2014","2014","Other bacterial diseases","A30-A49","75-84 years","75-84",67,187736,35.7
,"Louisiana","22","2014","2014","Other bacterial diseases","A30-A49","85+ years","85+",54,74426,72.6
,"Louisiana","22","2014","2014","Renal failure","N17-N19","45-54 years","45-54",15,613254,Unreliable
,"Louisiana","22","2014","2014","Renal failure","N17-N19","55-64 years","55-64",27,587866,4.6
,"Louisiana","22","2014","2014","Renal failure","N17-N19","65-74 years","65-74",42,370732,11.3
,"Louisiana","22","2014","2014","Renal failure","N17-N19","75-84 years","75-84",67,187736,35.7
,"Louisiana","22","2014","2014","Renal failure","N17-N19","85+ years","85+",54,74426,72.6
,"Louisiana","22","2015","2015","Other bacterial diseases","A30-A49","55-64 years","55-64",25,597530,4.2
,"Louisiana","22","2015","2015","Other bacterial diseases","A30-A49","65-74 years","65-74",44,385971,11.4
,"Louisiana","22","2015","2015","Other bacterial diseases","A30-A49","75-84 years","75-84",60,191144,31.4
,"Louisiana","22","2015","2015","Other bacterial diseases","A30-A49","85+ years","85+",63,75979,82.9
,"Louisiana","22","2015","2015","Renal failure","N17-N19","55-64 years","55-64",25,597530,4.2
,"Louisiana","22","2015","2015","Renal failure","N17-N19","65-74 years","65-74",45,385971,11.7
,"Louisiana","22","2015","2015","Renal failure","N17-N19","75-84 years","75-84",60,191144,31.4
,"Louisiana","22","2015","2015","Renal failure","N17-N19","85+ years","85+",63,75979,82.9
,"Louisiana","22","2016","2016","Other bacterial diseases","A30-A49","55-64 years","55-64",38,603021,6.3
,"Louisiana","22","2016","2016","Other bacterial diseases","A30-A49","65-74 years","65-74",45,401909,11.2
,"Louisiana","22","2016","2016","Other bacterial diseases","A30-A49","75-84 years","75-84",53,195073,27.2
,"Louisiana","22","2016","2016","Other bacterial diseases","A30-A49","85+ years","85+",54,77461,69.7
,"Louisiana","22","2016","2016","Renal failure","N17-N19","55-64 years","55-64",38,603021,6.3
,"Louisiana","22","2016","2016","Renal failure","N17-N19","65-74 years","65-74",45,401909,11.2
,"Louisiana","22","2016","2016","Renal failure","N17-N19","75-84 years","75-84",54,195073,27.7
,"Louisiana","22","2016","2016","Renal failure","N17-N19","85+ years","85+",55,77461,71.0
,"Louisiana","22","2017","2017","Other bacterial diseases","A30-A49","45-54 years","45-54",18,579074,Unreliable
,"Louisiana","22","2017","2017","Other bacterial diseases","A30-A49","55-64 years","55-64",34,606191,5.6
,"Louisiana","22","2017","2017","Other bacterial diseases","A30-A49","65-74 years","65-74",53,416419,12.7
,"Louisiana","22","2017","2017","Other bacterial diseases","A30-A49","75-84 years","75-84",73,201036,36.3
,"Louisiana","22","2017","2017","Other bacterial diseases","A30-A49","85+ years","85+",47,79928,58.8
,"Louisiana","22","2017","2017","Renal failure","N17-N19","45-54 years","45-54",19,579074,Unreliable
,"Louisiana","22","2017","2017","Renal failure","N17-N19","55-64 years","55-64",34,606191,5.6
,"Louisiana","22","2017","2017","Renal failure","N17-N19","65-74 years","65-74",53,416419,12.7
,"Louisiana","22","2017","2017","Renal failure","N17-N19","75-84 years","75-84",73,201036,36.3
,"Louisiana","22","2017","2017","Renal failure","N17-N19","85+ years","85+",47,79928,58.8
