"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"2020","2020","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",5022,5757502,87.2
,"2020","2020","Renal failure","N17-N19","70-74 years","70-74","Male","M","More than one race","M",39,65199,59.8
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",37,38969,94.9
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian","A",133,255256,52.1
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",725,537031,135.0
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",3732,4625198,80.7
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Female","F","More than one race","M",25,50073,49.9
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",47,32151,146.2
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian","A",215,199672,107.7
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",785,356996,219.9
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",11,5772,Unreliable
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",5330,3839390,138.8
,"2020","2020","Renal failure","N17-N19","75-79 years","75-79","Male","M","More than one race","M",24,39703,60.4
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",37,24740,149.6
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian","A",151,172616,87.5
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",688,359598,191.3
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",14,4358,Unreliable
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",4244,3122283,135.9
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Female","F","More than one race","M",29,31528,92.0
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",38,18608,204.2
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian","A",201,131903,152.4
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",610,212937,286.5
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",5077,2359191,215.2
,"2020","2020","Renal failure","N17-N19","80-84 years","80-84","Male","M","More than one race","M",24,23600,101.7
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",19,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian","A",165,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",621,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",4134,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Female","F","More than one race","M",18,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",27,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian","A",185,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",482,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",4372,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","85-89 years","85-89","Male","M","More than one race","M",14,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",13,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian","A",129,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",390,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",3508,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",13,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian","A",117,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",250,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",2876,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","90-94 years","90-94","Male","M","More than one race","M",12,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Female","F","Asian","A",75,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",185,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",1602,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Male","M","Asian","A",53,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",74,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",897,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","100+ years","100+","Female","F","Asian","A",21,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",44,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",308,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","100+ years","100+","Male","M","Black or African American","2054-5",14,Not Applicable,Not Applicable
,"2020","2020","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",111,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",13,281768,Unreliable
,"2021","2021","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",53,1203312,4.4
,"2021","2021","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",23,291911,7.9
,"2021","2021","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",74,1259238,5.9
,"2021","2021","Renal failure","N17-N19","1-4 years","1-4","Female","F","White","2106-3",10,5180594,Unreliable
,"2021","2021","Renal failure","N17-N19","10-14 years","10-14","Female","F","White","2106-3",10,7489399,Unreliable
,"2021","2021","Renal failure","N17-N19","10-14 years","10-14","Male","M","White","2106-3",12,7900086,Unreliable
,"2021","2021","Renal failure","N17-N19","15-19 years","15-19","Female","F","White","2106-3",11,7675552,Unreliable
,"2021","2021","Renal failure","N17-N19","15-19 years","15-19","Male","M","Black or African American","2054-5",14,1620922,Unreliable
,"2021","2021","Renal failure","N17-N19","15-19 years","15-19","Male","M","White","2106-3",25,8081757,0.3
,"2021","2021","Renal failure","N17-N19","20-24 years","20-24","Female","F","Black or African American","2054-5",19,1616880,Unreliable
,"2021","2021","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",55,7678520,0.7
,"2021","2021","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",32,1652737,1.9
,"2021","2021","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",102,8040550,1.3
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Female","F","Black or African American","2054-5",43,1745449,2.5
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Female","F","White","2106-3",103,7930621,1.3
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Male","M","American Indian or Alaska Native","1002-5",13,169018,Unreliable
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Male","M","Asian","A",12,750251,Unreliable
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Male","M","Black or African American","2054-5",63,1769686,3.6
,"2021","2021","Renal failure","N17-N19","25-29 years","25-29","Male","M","White","2106-3",207,8267859,2.5
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Female","F","American Indian or Alaska Native","1002-5",24,157488,15.2
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Female","F","Asian","A",10,893990,Unreliable
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Female","F","Black or African American","2054-5",100,1784200,5.6
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Female","F","White","2106-3",241,8232924,2.9
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Male","M","American Indian or Alaska Native","1002-5",23,172147,13.4
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Male","M","Asian","A",20,847740,2.4
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Male","M","Black or African American","2054-5",110,1742726,6.3
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Male","M","White","2106-3",401,8564386,4.7
,"2021","2021","Renal failure","N17-N19","30-34 years","30-34","Male","M","More than one race","M",13,308959,Unreliable
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Female","F","American Indian or Alaska Native","1002-5",26,145973,17.8
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Female","F","Asian","A",19,895946,Unreliable
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Female","F","Black or African American","2054-5",136,1593445,8.5
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Female","F","White","2106-3",353,8095660,4.4
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Female","F","More than one race","M",11,270847,Unreliable
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Male","M","American Indian or Alaska Native","1002-5",38,159554,23.8
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Male","M","Asian","A",32,831740,3.8
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Male","M","Black or African American","2054-5",164,1501626,10.9
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",14,37333,Unreliable
,"2021","2021","Renal failure","N17-N19","35-39 years","35-39","Male","M","White","2106-3",655,8482227,7.7
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Female","F","American Indian or Alaska Native","1002-5",34,136490,24.9
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Female","F","Asian","A",10,826541,Unreliable
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Female","F","Black or African American","2054-5",169,1526103,11.1
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Female","F","White","2106-3",585,7753805,7.5
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Female","F","More than one race","M",10,237943,Unreliable
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Male","M","American Indian or Alaska Native","1002-5",38,146350,26.0
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Male","M","Asian","A",51,735373,6.9
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Male","M","Black or African American","2054-5",214,1393869,15.4
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Male","M","White","2106-3",1071,8067661,13.3
,"2021","2021","Renal failure","N17-N19","40-44 years","40-44","Male","M","More than one race","M",19,217750,Unreliable
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","American Indian or Alaska Native","1002-5",47,124648,37.7
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","Asian","A",21,786862,2.7
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","Black or African American","2054-5",262,1408472,18.6
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,25240,Unreliable
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","White","2106-3",827,7367859,11.2
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Female","F","More than one race","M",15,192672,Unreliable
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","American Indian or Alaska Native","1002-5",57,131317,43.4
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","Asian","A",52,703984,7.4
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","Black or African American","2054-5",347,1262390,27.5
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",14,26836,Unreliable
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","White","2106-3",1584,7576202,20.9
,"2021","2021","Renal failure","N17-N19","45-49 years","45-49","Male","M","More than one race","M",22,175028,12.6
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",45,121669,37.0
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","Asian","A",41,708839,5.8
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","Black or African American","2054-5",431,1436522,30.0
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,24155,Unreliable
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","White","2106-3",1400,8007705,17.5
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Female","F","More than one race","M",13,171834,Unreliable
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","American Indian or Alaska Native","1002-5",58,126185,46.0
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","Asian","A",90,631939,14.2
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","Black or African American","2054-5",564,1289123,43.8
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",19,24593,Unreliable
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","White","2106-3",2610,8207232,31.8
,"2021","2021","Renal failure","N17-N19","50-54 years","50-54","Male","M","More than one race","M",29,157130,18.5
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","American Indian or Alaska Native","1002-5",68,121516,56.0
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","Asian","A",53,635079,8.3
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","Black or African American","2054-5",651,1462097,44.5
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",16,22856,Unreliable
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","White","2106-3",2177,8539494,25.5
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Female","F","More than one race","M",21,156213,13.4
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",84,120611,69.6
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","Asian","A",116,559028,20.8
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","Black or African American","2054-5",828,1287992,64.3
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",20,22396,89.3
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","White","2106-3",3827,8499849,45.0
,"2021","2021","Renal failure","N17-N19","55-59 years","55-59","Male","M","More than one race","M",38,140183,27.1
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","American Indian or Alaska Native","1002-5",68,112084,60.7
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Asian","A",105,577294,18.2
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Black or African American","2054-5",930,1377636,67.5
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",13,19527,Unreliable
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","White","2106-3",3228,8675924,37.2
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Female","F","More than one race","M",37,140026,26.4
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","American Indian or Alaska Native","1002-5",76,105673,71.9
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Asian","A",190,489217,38.8
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Black or African American","2054-5",1145,1176588,97.3
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",29,19325,150.1
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","White","2106-3",5489,8415987,65.2
,"2021","2021","Renal failure","N17-N19","60-64 years ","60-64","Male","M","More than one race","M",43,126469,34.0
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","American Indian or Alaska Native","1002-5",71,88359,80.4
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","Asian","A",136,511157,26.6
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","Black or African American","2054-5",1041,1130216,92.1
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",13,15481,Unreliable
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","White","2106-3",4205,7791009,54.0
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Female","F","More than one race","M",39,109885,35.5
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",79,79406,99.5
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","Asian","A",262,413326,63.4
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","Black or African American","2054-5",1259,896088,140.5
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",23,14113,163.0
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","White","2106-3",6524,7248869,90.0
,"2021","2021","Renal failure","N17-N19","65-69 years","65-69","Male","M","More than one race","M",46,96411,47.7
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",66,65161,101.3
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","Asian","A",194,414507,46.8
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","Black or African American","2054-5",1066,866856,123.0
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",14,11365,Unreliable
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","White","2106-3",5204,6711197,77.5
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Female","F","More than one race","M",21,81843,25.7
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",83,57686,143.9
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","Asian","A",253,324293,78.0
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","Black or African American","2054-5",1238,638956,193.8
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",23,10519,218.7
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","White","2106-3",7564,6019633,125.7
,"2021","2021","Renal failure","N17-N19","70-74 years","70-74","Male","M","More than one race","M",43,69786,61.6
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",59,39965,147.6
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","Asian","A",177,260434,68.0
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","Black or African American","2054-5",901,531991,169.4
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",17,7065,Unreliable
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","White","2106-3",5665,4540883,124.8
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Female","F","More than one race","M",26,52021,50.0
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",48,33335,144.0
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","Asian","A",264,205668,128.4
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","Black or African American","2054-5",996,359116,277.3
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",12,6275,Unreliable
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","White","2106-3",7555,3826261,197.5
,"2021","2021","Renal failure","N17-N19","75-79 years","75-79","Male","M","More than one race","M",45,41755,107.8
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",42,25116,167.2
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Female","F","Asian","A",218,172981,126.0
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Female","F","Black or African American","2054-5",833,349804,238.1
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Female","F","White","2106-3",5526,3020011,183.0
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Female","F","More than one race","M",32,32852,97.4
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",42,19363,216.9
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Male","M","Asian","A",294,133594,220.1
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Male","M","Black or African American","2054-5",763,209123,364.9
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Male","M","White","2106-3",6935,2305725,300.8
,"2021","2021","Renal failure","N17-N19","80-84 years","80-84","Male","M","More than one race","M",29,24751,117.2
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",32,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Female","F","Asian","A",210,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Female","F","Black or African American","2054-5",777,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Female","F","White","2106-3",5031,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Female","F","More than one race","M",25,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",21,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Male","M","Asian","A",230,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Male","M","Black or African American","2054-5",570,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Male","M","White","2106-3",5599,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","85-89 years","85-89","Male","M","More than one race","M",18,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",16,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Female","F","Asian","A",178,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Female","F","Black or African American","2054-5",489,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Female","F","White","2106-3",3931,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Female","F","More than one race","M",14,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",11,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Male","M","Asian","A",162,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Male","M","Black or African American","2054-5",289,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Male","M","White","2106-3",3493,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","90-94 years","90-94","Male","M","More than one race","M",15,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Female","F","Asian","A",75,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Female","F","Black or African American","2054-5",195,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Female","F","White","2106-3",1768,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Female","F","More than one race","M",11,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Male","M","Asian","A",54,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Male","M","Black or African American","2054-5",91,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","95-99 years","95-99","Male","M","White","2106-3",1133,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Female","F","Asian","A",20,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Female","F","Black or African American","2054-5",44,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Female","F","White","2106-3",332,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Male","M","Asian","A",10,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Male","M","Black or African American","2054-5",17,Not Applicable,Not Applicable
,"2021","2021","Renal failure","N17-N19","100+ years","100+","Male","M","White","2106-3",133,Not Applicable,Not Applicable
,"2022","2022","Renal failure","N17-N19","< 1 year","1","Female","F","Black or African American","2054-5",28,304466,9.2
,"2022","2022","Renal failure","N17-N19","< 1 year","1","Female","F","White","2106-3",68,1228927,5.5
,"2022","2022","Renal failure","N17-N19","< 1 year","1","Male","M","Black or African American","2054-5",32,313852,10.2
,"2022","2022","Renal failure","N17-N19","< 1 year","1","Male","M","White","2106-3",69,1288788,5.4
,"2022","2022","Renal failure","N17-N19","1-4 years","1-4","Female","F","White","2106-3",15,5004482,Unreliable
,"2022","2022","Renal failure","N17-N19","1-4 years","1-4","Male","M","White","2106-3",17,5244536,Unreliable
,"2022","2022","Renal failure","N17-N19","5-9 years","5-9","Female","F","White","2106-3",10,6838556,Unreliable
,"2022","2022","Renal failure","N17-N19","10-14 years","10-14","Male","M","White","2106-3",12,7645722,Unreliable
,"2022","2022","Renal failure","N17-N19","15-19 years","15-19","Female","F","White","2106-3",19,7649140,Unreliable
,"2022","2022","Renal failure","N17-N19","15-19 years","15-19","Male","M","White","2106-3",28,8087941,0.3
,"2022","2022","Renal failure","N17-N19","20-24 years","20-24","Female","F","Black or African American","2054-5",18,1699928,Unreliable
,"2022","2022","Renal failure","N17-N19","20-24 years","20-24","Female","F","White","2106-3",52,8061268,0.6
,"2022","2022","Renal failure","N17-N19","20-24 years","20-24","Male","M","Black or African American","2054-5",27,1732064,1.6
,"2022","2022","Renal failure","N17-N19","20-24 years","20-24","Male","M","White","2106-3",79,8493294,0.9
