"Notes","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",1192,578554,206.0
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",4522,4638302,97.5
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",55,34915,157.5
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",162,183221,88.4
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",1221,439883,277.6
,"2005","2005","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",5155,4151108,124.2
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",57,28491,200.1
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",154,170470,90.3
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",1371,469009,292.3
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",6196,4061099,152.6
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",43,22888,187.9
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",219,129538,169.1
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",1345,325777,412.9
,"2005","2005","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",6693,3395798,197.1
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",52,20445,254.3
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",230,131114,175.4
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",1784,378019,471.9
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",8874,3769678,235.4
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",47,14937,314.7
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",267,91381,292.2
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",1421,228210,622.7
,"2005","2005","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",9019,2829825,318.7
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",49,13362,366.7
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",240,83948,285.9
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",1889,264754,713.5
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",11560,3092515,373.8
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",23,8516,270.1
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",276,58134,474.8
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",1327,137527,964.9
,"2005","2005","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",9826,1952437,503.3
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",36,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",220,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",1499,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",11077,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",25,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",168,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",845,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",7296,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",18,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Asian or Pacific Islander","A-PI",118,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",1088,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",7327,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",12,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Asian or Pacific Islander","A-PI",111,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",388,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",3409,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","American Indian or Alaska Native","1002-5",13,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Asian or Pacific Islander","A-PI",45,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",448,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",2624,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Asian or Pacific Islander","A-PI",19,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Black or African American","2054-5",129,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",841,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Black or African American","2054-5",146,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",417,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Black or African American","2054-5",29,Not Applicable,Not Applicable
,"2005","2005","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","White","2106-3",105,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","Asian or Pacific Islander","A-PI",10,104986,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","Black or African American","2054-5",117,326678,35.8
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","White","2106-3",191,1510956,12.6
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Asian or Pacific Islander","A-PI",14,110738,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Black or African American","2054-5",149,337086,44.2
,"2006","2006","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","White","2106-3",257,1583725,16.2
,"2006","2006","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","Asian or Pacific Islander","A-PI",10,424290,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","Black or African American","2054-5",31,1241597,2.5
,"2006","2006","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","White","2106-3",84,5982883,1.4
,"2006","2006","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","Black or African American","2054-5",33,1283747,2.6
,"2006","2006","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","White","2106-3",105,6272086,1.7
,"2006","2006","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","Black or African American","2054-5",10,1572546,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","White","2106-3",52,7336464,0.7
,"2006","2006","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","Black or African American","2054-5",24,1624718,1.5
,"2006","2006","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","White","2106-3",62,7712063,0.8
,"2006","2006","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","Black or African American","2054-5",12,1745291,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","White","2106-3",69,7854649,0.9
,"2006","2006","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","Black or African American","2054-5",16,1804779,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","White","2106-3",72,8281099,0.9
,"2006","2006","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","Black or African American","2054-5",35,1783598,2.0
,"2006","2006","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","White","2106-3",90,8126644,1.1
,"2006","2006","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","Black or African American","2054-5",34,1838852,1.8
,"2006","2006","Other bacterial diseases","A30-A49","15-19 years","15-19","Male","M","White","2106-3",101,8645517,1.2
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","Asian or Pacific Islander","A-PI",11,592159,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","Black or African American","2054-5",55,1581684,3.5
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Female","F","White","2106-3",133,7910931,1.7
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Asian or Pacific Islander","A-PI",11,602062,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","Black or African American","2054-5",65,1578664,4.1
,"2006","2006","Other bacterial diseases","A30-A49","20-24 years","20-24","Male","M","White","2106-3",183,8445286,2.2
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","Asian or Pacific Islander","A-PI",12,699170,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","Black or African American","2054-5",101,1508823,6.7
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Female","F","White","2106-3",175,7669320,2.3
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Asian or Pacific Islander","A-PI",13,641863,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","Black or African American","2054-5",95,1358655,7.0
,"2006","2006","Other bacterial diseases","A30-A49","25-29 years","25-29","Male","M","White","2106-3",228,7948362,2.9
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Asian or Pacific Islander","A-PI",16,706434,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","Black or African American","2054-5",123,1411565,8.7
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Female","F","White","2106-3",230,7363441,3.1
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Asian or Pacific Islander","A-PI",25,655081,3.8
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","Black or African American","2054-5",112,1252301,8.9
,"2006","2006","Other bacterial diseases","A30-A49","30-34 years","30-34","Male","M","White","2106-3",291,7633541,3.8
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","American Indian or Alaska Native","1002-5",14,131316,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Asian or Pacific Islander","A-PI",17,668716,Unreliable
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","Black or African American","2054-5",220,1485026,14.8
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Female","F","White","2106-3",486,8204390,5.9
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","American Indian or Alaska Native","1002-5",20,130234,15.4
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Asian or Pacific Islander","A-PI",24,610282,3.9
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","Black or African American","2054-5",204,1316137,15.5
,"2006","2006","Other bacterial diseases","A30-A49","35-39 years","35-39","Male","M","White","2106-3",583,8395132,6.9
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","American Indian or Alaska Native","1002-5",24,134492,17.8
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Asian or Pacific Islander","A-PI",25,609175,4.1
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","Black or African American","2054-5",371,1563778,23.7
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Female","F","White","2106-3",811,8930718,9.1
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","American Indian or Alaska Native","1002-5",25,132238,18.9
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Asian or Pacific Islander","A-PI",33,554663,5.9
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","Black or African American","2054-5",382,1387611,27.5
,"2006","2006","Other bacterial diseases","A30-A49","40-44 years","40-44","Male","M","White","2106-3",1083,8989893,12.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","American Indian or Alaska Native","1002-5",29,128628,22.5
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Asian or Pacific Islander","A-PI",42,565072,7.4
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","Black or African American","2054-5",578,1520017,38.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Female","F","White","2106-3",1408,9291738,15.2
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","American Indian or Alaska Native","1002-5",29,122889,23.6
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Asian or Pacific Islander","A-PI",75,501452,15.0
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","Black or African American","2054-5",597,1345420,44.4
,"2006","2006","Other bacterial diseases","A30-A49","45-49 years","45-49","Male","M","White","2106-3",1798,9240070,19.5
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","American Indian or Alaska Native","1002-5",46,108199,42.5
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Asian or Pacific Islander","A-PI",61,508462,12.0
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","Black or African American","2054-5",770,1310132,58.8
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Female","F","White","2106-3",2100,8579327,24.5
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","American Indian or Alaska Native","1002-5",48,101548,47.3
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Asian or Pacific Islander","A-PI",81,434531,18.6
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","Black or African American","2054-5",929,1135007,81.8
,"2006","2006","Other bacterial diseases","A30-A49","50-54 years","50-54","Male","M","White","2106-3",2862,8393667,34.1
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","American Indian or Alaska Native","1002-5",49,85312,57.4
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Asian or Pacific Islander","A-PI",98,432054,22.7
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","Black or African American","2054-5",994,1080259,92.0
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Female","F","White","2106-3",3060,7875440,38.9
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","American Indian or Alaska Native","1002-5",52,80263,64.8
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Asian or Pacific Islander","A-PI",123,360563,34.1
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","Black or African American","2054-5",1176,910675,129.1
,"2006","2006","Other bacterial diseases","A30-A49","55-59 years","55-59","Male","M","White","2106-3",3850,7572294,50.8
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","American Indian or Alaska Native","1002-5",42,56589,74.2
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Asian or Pacific Islander","A-PI",98,293913,33.3
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","Black or African American","2054-5",1022,743039,137.5
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Female","F","White","2106-3",3807,5965448,63.8
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","American Indian or Alaska Native","1002-5",52,52463,99.1
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Asian or Pacific Islander","A-PI",139,249982,55.6
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","Black or African American","2054-5",1119,595512,187.9
,"2006","2006","Other bacterial diseases","A30-A49","60-64 years ","60-64","Male","M","White","2106-3",4396,5576307,78.8
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","American Indian or Alaska Native","1002-5",55,40658,135.3
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Asian or Pacific Islander","A-PI",145,225575,64.3
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","Black or African American","2054-5",1229,592001,207.6
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Female","F","White","2106-3",4625,4750968,97.3
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","American Indian or Alaska Native","1002-5",49,36792,133.2
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Asian or Pacific Islander","A-PI",179,193763,92.4
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","Black or African American","2054-5",1210,450406,268.6
,"2006","2006","Other bacterial diseases","A30-A49","65-69 years","65-69","Male","M","White","2106-3",5156,4263038,120.9
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","American Indian or Alaska Native","1002-5",46,29900,153.8
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Asian or Pacific Islander","A-PI",203,177623,114.3
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","Black or African American","2054-5",1401,479835,292.0
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Female","F","White","2106-3",6107,4054078,150.6
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","American Indian or Alaska Native","1002-5",48,24077,199.4
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Asian or Pacific Islander","A-PI",199,137653,144.6
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","Black or African American","2054-5",1323,335191,394.7
,"2006","2006","Other bacterial diseases","A30-A49","70-74 years","70-74","Male","M","White","2106-3",6543,3411469,191.8
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","American Indian or Alaska Native","1002-5",53,21031,252.0
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Asian or Pacific Islander","A-PI",231,136708,169.0
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","Black or African American","2054-5",1638,377234,434.2
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Female","F","White","2106-3",8768,3734163,234.8
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","American Indian or Alaska Native","1002-5",48,15588,307.9
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Asian or Pacific Islander","A-PI",252,95632,263.5
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","Black or African American","2054-5",1401,229226,611.2
,"2006","2006","Other bacterial diseases","A30-A49","75-79 years","75-79","Male","M","White","2106-3",8702,2837452,306.7
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","American Indian or Alaska Native","1002-5",46,13899,331.0
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Asian or Pacific Islander","A-PI",293,89919,325.8
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","Black or African American","2054-5",1847,270865,681.9
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Female","F","White","2106-3",11480,3088866,371.7
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","American Indian or Alaska Native","1002-5",35,8890,393.7
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Asian or Pacific Islander","A-PI",290,60724,477.6
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","Black or African American","2054-5",1266,140920,898.4
,"2006","2006","Other bacterial diseases","A30-A49","80-84 years","80-84","Male","M","White","2106-3",9782,1974034,495.5
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","American Indian or Alaska Native","1002-5",38,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Asian or Pacific Islander","A-PI",220,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","Black or African American","2054-5",1464,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Female","F","White","2106-3",11110,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","American Indian or Alaska Native","1002-5",31,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Asian or Pacific Islander","A-PI",196,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","Black or African American","2054-5",834,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","85-89 years","85-89","Male","M","White","2106-3",7536,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","American Indian or Alaska Native","1002-5",19,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Asian or Pacific Islander","A-PI",141,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","Black or African American","2054-5",1005,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Female","F","White","2106-3",7099,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","American Indian or Alaska Native","1002-5",16,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Asian or Pacific Islander","A-PI",100,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","Black or African American","2054-5",418,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","90-94 years","90-94","Male","M","White","2106-3",3453,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Asian or Pacific Islander","A-PI",38,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","Black or African American","2054-5",426,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Female","F","White","2106-3",2522,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Asian or Pacific Islander","A-PI",38,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","Black or African American","2054-5",129,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","95-99 years","95-99","Male","M","White","2106-3",849,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Asian or Pacific Islander","A-PI",10,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","Black or African American","2054-5",107,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","100+ years","100+","Female","F","White","2106-3",425,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","Black or African American","2054-5",26,Not Applicable,Not Applicable
,"2006","2006","Other bacterial diseases","A30-A49","100+ years","100+","Male","M","White","2106-3",104,Not Applicable,Not Applicable
,"2007","2007","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","Black or African American","2054-5",114,341912,33.3
,"2007","2007","Other bacterial diseases","A30-A49","< 1 year","1","Female","F","White","2106-3",226,1539116,14.7
,"2007","2007","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Asian or Pacific Islander","A-PI",12,116110,Unreliable
,"2007","2007","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","Black or African American","2054-5",160,353833,45.2
,"2007","2007","Other bacterial diseases","A30-A49","< 1 year","1","Male","M","White","2106-3",266,1613589,16.5
,"2007","2007","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","Black or African American","2054-5",23,1259922,1.8
,"2007","2007","Other bacterial diseases","A30-A49","1-4 years","1-4","Female","F","White","2106-3",94,5986216,1.6
,"2007","2007","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","Black or African American","2054-5",38,1303696,2.9
,"2007","2007","Other bacterial diseases","A30-A49","1-4 years","1-4","Male","M","White","2106-3",114,6277015,1.8
,"2007","2007","Other bacterial diseases","A30-A49","5-9 years","5-9","Female","F","White","2106-3",49,7386143,0.7
,"2007","2007","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","Black or African American","2054-5",13,1634478,Unreliable
,"2007","2007","Other bacterial diseases","A30-A49","5-9 years","5-9","Male","M","White","2106-3",69,7760954,0.9
,"2007","2007","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","Black or African American","2054-5",13,1716222,Unreliable
,"2007","2007","Other bacterial diseases","A30-A49","10-14 years","10-14","Female","F","White","2106-3",55,7775847,0.7
,"2007","2007","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","Black or African American","2054-5",19,1777494,Unreliable
,"2007","2007","Other bacterial diseases","A30-A49","10-14 years","10-14","Male","M","White","2106-3",70,8195221,0.9
,"2007","2007","Other bacterial diseases","A30-A49","15-19 years","15-19","Female","F","Black or African American","2054-5",29,1829855,1.6
