"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","65-74 years","65-74",9409,14502206,64.9
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","75-84 years","75-84",11191,7560894,148.0
,"Renal failure","N17-N19","2021","2021","Female","F","White","2106-3","85+ years","85+",11062,3207653,344.9
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","35-44 years","35-44",21,508790,4.1
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","45-54 years","45-54",28,364506,7.7
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","55-64 years","55-64",58,296239,19.6
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","65-74 years","65-74",60,191728,31.3
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","75-84 years","75-84",58,84873,68.3
,"Renal failure","N17-N19","2021","2021","Female","F","More than one race","M","85+ years","85+",55,32505,169.2
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",36,341165,10.6
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",76,305904,24.8
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",115,257502,44.7
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",160,226284,70.7
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",162,137092,118.2
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",90,52698,170.8
,"Renal failure","N17-N19","2021","2021","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",36,14090,255.5
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","25-34 years","25-34",32,1597991,2.0
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","35-44 years","35-44",83,1567113,5.3
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","45-54 years","45-54",142,1335923,10.6
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","55-64 years","55-64",306,1048245,29.2
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","65-74 years","65-74",515,737619,69.8
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","75-84 years","75-84",558,339262,164.5
,"Renal failure","N17-N19","2021","2021","Male","M","Asian","A","85+ years","85+",456,114455,398.4
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","25-34 years","25-34",173,3512412,4.9
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","35-44 years","35-44",378,2895495,13.1
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","45-54 years","45-54",911,2551513,35.7
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","55-64 years","55-64",1973,2464580,80.1
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","65-74 years","65-74",2497,1535044,162.7
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","75-84 years","75-84",1759,568239,309.6
,"Renal failure","N17-N19","2021","2021","Male","M","Black or African American","2054-5","85+ years","85+",967,154714,625.0
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","35-44 years","35-44",23,70110,32.8
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",33,51429,64.2
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",49,41721,117.4
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",46,24632,186.7
,"Renal failure","N17-N19","2021","2021","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",19,9823,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","25-34 years","25-34",608,16832245,3.6
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","35-44 years","35-44",1726,16549888,10.4
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","45-54 years","45-54",4194,15783434,26.6
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","55-64 years","55-64",9316,16915836,55.1
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","65-74 years","65-74",14088,13268502,106.2
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","75-84 years","75-84",14490,6131986,236.3
,"Renal failure","N17-N19","2021","2021","Male","M","White","2106-3","85+ years","85+",10358,1870291,553.8
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","25-34 years","25-34",18,698058,Unreliable
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","35-44 years","35-44",27,469103,5.8
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","45-54 years","45-54",51,332158,15.4
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","55-64 years","55-64",81,266652,30.4
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","65-74 years","65-74",89,166197,53.6
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","75-84 years","75-84",74,66506,111.3
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","85+ years","85+",37,19588,188.9
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",24,318567,7.5
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",47,281327,16.7
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",85,243943,34.8
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",116,229957,50.4
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",150,157955,95.0
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",125,70944,176.2
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",69,26554,259.8
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","35-44 years","35-44",26,1761618,1.5
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","45-54 years","45-54",78,1535078,5.1
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","55-64 years","55-64",146,1228954,11.9
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","65-74 years","65-74",305,958031,31.8
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","75-84 years","75-84",504,473397,106.5
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","85+ years","85+",580,213119,272.1
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","25-34 years","25-34",95,3523463,2.7
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","35-44 years","35-44",294,3141280,9.4
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","45-54 years","45-54",661,2832024,23.3
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","55-64 years","55-64",1535,2807115,54.7
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","65-74 years","65-74",2276,2045389,111.3
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","75-84 years","75-84",2123,938959,226.1
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","85+ years","85+",1770,372024,475.8
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","35-44 years","35-44",11,64550,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",20,50236,39.8
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",27,43152,62.6
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",34,28347,119.9
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",28,12554,223.0
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","25-34 years","25-34",317,15996405,2.0
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","35-44 years","35-44",874,15802633,5.5
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","45-54 years","45-54",2174,15113753,14.4
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","55-64 years","55-64",5677,16804292,33.8
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","65-74 years","65-74",10536,14486575,72.7
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","75-84 years","75-84",13774,8194713,168.1
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","85+ years","85+",13748,3547605,387.5
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","25-34 years","25-34",10,735807,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","35-44 years","35-44",14,523768,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","45-54 years","45-54",37,376981,9.8
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","55-64 years","55-64",58,300064,19.3
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","65-74 years","65-74",89,201470,44.2
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","75-84 years","75-84",75,95133,78.8
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","85+ years","85+",48,37955,126.5
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",35,340720,10.3
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",78,308282,25.3
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",105,258550,40.6
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",115,224433,51.2
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",161,141015,114.2
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",99,58147,170.3
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",56,15909,352.0
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","25-34 years","25-34",34,1638567,2.1
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","35-44 years","35-44",53,1630740,3.3
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","45-54 years","45-54",135,1383230,9.8
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","55-64 years","55-64",275,1071189,25.7
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","65-74 years","65-74",496,763351,65.0
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","75-84 years","75-84",611,365486,167.2
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","85+ years","85+",559,125459,445.6
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","25-34 years","25-34",205,3541054,5.8
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","35-44 years","35-44",359,2945414,12.2
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","45-54 years","45-54",817,2550255,32.0
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","55-64 years","55-64",1828,2438499,75.0
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","65-74 years","65-74",2693,1565128,172.1
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","75-84 years","75-84",1979,597060,331.5
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","85+ years","85+",1169,156735,745.8
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","35-44 years","35-44",15,71701,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",24,52763,45.5
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",36,42521,84.7
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",31,25910,119.6
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",18,10740,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","25-34 years","25-34",572,16862366,3.4
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","35-44 years","35-44",1448,16677220,8.7
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","45-54 years","45-54",3335,15689751,21.3
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","55-64 years","55-64",8313,16624619,50.0
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","65-74 years","65-74",14607,13240100,110.3
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","75-84 years","75-84",17031,6628034,257.0
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","85+ years","85+",12813,1959884,653.8
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","25-34 years","25-34",15,736128,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","35-44 years","35-44",26,486832,5.3
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","45-54 years","45-54",48,345081,13.9
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","55-64 years","55-64",66,270642,24.4
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","65-74 years","65-74",88,175168,50.2
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","75-84 years","75-84",63,75378,83.6
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","85+ years","85+",46,22757,202.1
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",21,327988,6.4
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",46,290449,15.8
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",64,249303,25.7
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",90,232793,38.7
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",107,166481,64.3
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",103,76057,135.4
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",63,26789,235.2
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","35-44 years","35-44",29,1822629,1.6
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","45-54 years","45-54",61,1578860,3.9
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","55-64 years","55-64",151,1266796,11.9
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","65-74 years","65-74",323,1001103,32.3
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","75-84 years","75-84",495,506740,97.7
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","85+ years","85+",602,208271,289.0
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","25-34 years","25-34",101,3545558,2.8
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","35-44 years","35-44",244,3218047,7.6
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","45-54 years","45-54",529,2861316,18.5
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","55-64 years","55-64",1322,2821718,46.9
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","65-74 years","65-74",2113,2127575,99.3
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","75-84 years","75-84",1884,987042,190.9
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","85+ years","85+",1652,353611,467.2
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",19,51650,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",31,44410,69.8
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",25,29935,83.5
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",24,13627,176.1
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","85+ years","85+",15,4820,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","25-34 years","25-34",280,16085608,1.7
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","35-44 years","35-44",822,16087150,5.1
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","45-54 years","45-54",1826,15174900,12.0
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","55-64 years","55-64",4626,16680834,27.7
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","65-74 years","65-74",9264,14815045,62.5
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","75-84 years","75-84",12719,8521384,149.3
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","85+ years","85+",12671,3279678,386.3
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","35-44 years","35-44",19,543398,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","45-54 years","45-54",32,390643,8.2
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","55-64 years","55-64",56,304015,18.4
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","65-74 years","65-74",77,210065,36.7
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","75-84 years","75-84",81,100748,80.4
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","85+ years","85+",55,37850,145.3
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",26,344559,7.5
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",50,316157,15.8
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",72,260929,27.6
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",104,227106,45.8
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",131,148498,88.2
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",91,63233,143.9
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",37,17175,215.4
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","25-34 years","25-34",21,1633375,1.3
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","35-44 years","35-44",63,1680517,3.7
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","45-54 years","45-54",128,1404570,9.1
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","55-64 years","55-64",226,1098008,20.6
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","65-74 years","65-74",413,797839,51.8
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","75-84 years","75-84",533,392100,135.9
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","85+ years","85+",464,131730,352.2
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","25-34 years","25-34",154,3528216,4.4
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","35-44 years","35-44",325,3004099,10.8
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","45-54 years","45-54",699,2547736,27.4
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","55-64 years","55-64",1560,2437159,64.0
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","65-74 years","65-74",2246,1639704,137.0
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","75-84 years","75-84",1750,640372,273.3
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","85+ years","85+",1062,161992,655.6
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","35-44 years","35-44",11,73698,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",21,54215,38.7
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",27,43625,61.9
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",30,27438,109.3
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",19,11680,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","85+ years","85+",14,3280,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","25-34 years","25-34",461,16719619,2.8
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","35-44 years","35-44",1316,16784128,7.8
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","45-54 years","45-54",2666,15565729,17.1
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","55-64 years","55-64",6877,16425655,41.9
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","65-74 years","65-74",12229,13538439,90.3
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","75-84 years","75-84",15245,6974938,218.6
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","85+ years","85+",11420,1945723,586.9
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","25-34 years","25-34",12,763974,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","35-44 years","35-44",25,503637,5.0
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","45-54 years","45-54",34,353930,9.6
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","55-64 years","55-64",77,272292,28.3
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","65-74 years","65-74",69,183162,37.7
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","75-84 years","75-84",78,80176,97.3
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","85+ years","85+",39,24061,162.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",22,327988,6.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",53,290449,18.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",54,249303,21.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",89,232793,38.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",109,166481,65.5
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",112,76057,147.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",46,26789,171.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","25-34 years","25-34",15,1691704,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","35-44 years","35-44",41,1822629,2.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","45-54 years","45-54",89,1578860,5.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","55-64 years","55-64",129,1266796,10.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","65-74 years","65-74",270,1001103,27.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","75-84 years","75-84",487,506740,96.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","85+ years","85+",576,208271,276.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","25-34 years","25-34",79,3545558,2.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","35-44 years","35-44",247,3218047,7.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","45-54 years","45-54",557,2861316,19.5
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","55-64 years","55-64",1270,2821718,45.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","65-74 years","65-74",2056,2127575,96.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","75-84 years","75-84",1924,987042,194.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","85+ years","85+",1538,353611,434.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",12,51650,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",30,44410,67.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",32,29935,106.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","75-84 years","75-84",26,13627,190.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","25-34 years","25-34",275,16085608,1.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","35-44 years","35-44",809,16087150,5.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","45-54 years","45-54",1826,15174900,12.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","55-64 years","55-64",4598,16680834,27.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","65-74 years","65-74",8786,14815045,59.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","75-84 years","75-84",12616,8521384,148.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","85+ years","85+",12257,3279678,373.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","25-34 years","25-34",10,766359,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","35-44 years","35-44",19,543398,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","45-54 years","45-54",26,390643,6.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","55-64 years","55-64",48,304015,15.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","65-74 years","65-74",65,210065,30.9
