"Notes","Residence State","Residence State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Indiana","18","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",121,834040,14.5
,"Indiana","18","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",122,834040,14.6
,"Indiana","18","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",204,716763,28.5
,"Indiana","18","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",204,716763,28.5
,"Indiana","18","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",192,371874,51.6
,"Indiana","18","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",195,371874,52.4
,"Indiana","18","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",120,125273,95.8
,"Indiana","18","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",120,125273,95.8
,"Iowa","19","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",10,371331,Unreliable
,"Iowa","19","2018","2018","45-54 years","45-54","Renal failure","N17-N19",10,371331,Unreliable
,"Iowa","19","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",23,417537,5.5
,"Iowa","19","2018","2018","55-64 years","55-64","Renal failure","N17-N19",23,417537,5.5
,"Iowa","19","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",45,300873,15.0
,"Iowa","19","2018","2018","65-74 years","65-74","Renal failure","N17-N19",45,300873,15.0
,"Iowa","19","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",48,159866,30.0
,"Iowa","19","2018","2018","75-84 years","75-84","Renal failure","N17-N19",48,159866,30.0
,"Iowa","19","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",34,79091,43.0
,"Iowa","19","2018","2018","85+ years","85+","Renal failure","N17-N19",34,79091,43.0
,"Iowa","19","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",11,362509,Unreliable
,"Iowa","19","2019","2019","45-54 years","45-54","Renal failure","N17-N19",11,362509,Unreliable
,"Iowa","19","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",27,415696,6.5
,"Iowa","19","2019","2019","55-64 years","55-64","Renal failure","N17-N19",27,415696,6.5
,"Iowa","19","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",43,311447,13.8
,"Iowa","19","2019","2019","65-74 years","65-74","Renal failure","N17-N19",43,311447,13.8
,"Iowa","19","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",44,162833,27.0
,"Iowa","19","2019","2019","75-84 years","75-84","Renal failure","N17-N19",45,162833,27.6
,"Iowa","19","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",42,78674,53.4
,"Iowa","19","2019","2019","85+ years","85+","Renal failure","N17-N19",43,78674,54.7
,"Iowa","19","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",16,357591,Unreliable
,"Iowa","19","2020","2020","45-54 years","45-54","Renal failure","N17-N19",16,357591,Unreliable
,"Iowa","19","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",38,411034,9.2
,"Iowa","19","2020","2020","55-64 years","55-64","Renal failure","N17-N19",38,411034,9.2
,"Iowa","19","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",69,323349,21.3
,"Iowa","19","2020","2020","65-74 years","65-74","Renal failure","N17-N19",70,323349,21.6
,"Iowa","19","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",72,164692,43.7
,"Iowa","19","2020","2020","75-84 years","75-84","Renal failure","N17-N19",72,164692,43.7
,"Iowa","19","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",41,78095,52.5
,"Iowa","19","2020","2020","85+ years","85+","Renal failure","N17-N19",41,78095,52.5
,"Iowa","19","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",23,361963,6.4
,"Iowa","19","2021","2021","45-54 years","45-54","Renal failure","N17-N19",24,361963,6.6
,"Iowa","19","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",47,412190,11.4
,"Iowa","19","2021","2021","55-64 years","55-64","Renal failure","N17-N19",47,412190,11.4
,"Iowa","19","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",71,336104,21.1
,"Iowa","19","2021","2021","65-74 years","65-74","Renal failure","N17-N19",74,336104,22.0
,"Iowa","19","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",72,159823,45.0
,"Iowa","19","2021","2021","75-84 years","75-84","Renal failure","N17-N19",72,159823,45.0
,"Iowa","19","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",48,69346,69.2
,"Iowa","19","2021","2021","85+ years","85+","Renal failure","N17-N19",49,69346,70.7
,"Iowa","19","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",11,402238,Unreliable
,"Iowa","19","2022","2022","35-44 years","35-44","Renal failure","N17-N19",11,402238,Unreliable
,"Iowa","19","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",31,359453,8.6
,"Iowa","19","2022","2022","45-54 years","45-54","Renal failure","N17-N19",31,359453,8.6
,"Iowa","19","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",64,401578,15.9
,"Iowa","19","2022","2022","55-64 years","55-64","Renal failure","N17-N19",65,401578,16.2
,"Iowa","19","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",109,337487,32.3
,"Iowa","19","2022","2022","65-74 years","65-74","Renal failure","N17-N19",110,337487,32.6
,"Iowa","19","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",98,172281,56.9
,"Iowa","19","2022","2022","75-84 years","75-84","Renal failure","N17-N19",103,172281,59.8
,"Iowa","19","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",69,76262,90.5
,"Iowa","19","2022","2022","85+ years","85+","Renal failure","N17-N19",69,76262,90.5
,"Iowa","19","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",11,404474,Unreliable
,"Iowa","19","2023","2023","35-44 years","35-44","Renal failure","N17-N19",11,404474,Unreliable
,"Iowa","19","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",16,361790,Unreliable
,"Iowa","19","2023","2023","45-54 years","45-54","Renal failure","N17-N19",16,361790,Unreliable
,"Iowa","19","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",55,395594,13.9
,"Iowa","19","2023","2023","55-64 years","55-64","Renal failure","N17-N19",56,395594,14.2
,"Iowa","19","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",91,345975,26.3
,"Iowa","19","2023","2023","65-74 years","65-74","Renal failure","N17-N19",92,345975,26.6
,"Iowa","19","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",93,178377,52.1
,"Iowa","19","2023","2023","75-84 years","75-84","Renal failure","N17-N19",94,178377,52.7
,"Iowa","19","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",59,71485,82.5
,"Iowa","19","2023","2023","85+ years","85+","Renal failure","N17-N19",60,71485,83.9
,"Iowa","19","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",18,364934,Unreliable
,"Iowa","19","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",18,364934,Unreliable
,"Iowa","19","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",45,389060,11.6
,"Iowa","19","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",45,389060,11.6
,"Iowa","19","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",92,352879,26.1
,"Iowa","19","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",95,352879,26.9
,"Iowa","19","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",82,185969,44.1
,"Iowa","19","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",83,185969,44.6
,"Iowa","19","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",63,73531,85.7
,"Iowa","19","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",64,73531,87.0
,"Iowa","19","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",15,364934,Unreliable
,"Iowa","19","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",15,364934,Unreliable
,"Iowa","19","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",40,389060,10.3
,"Iowa","19","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",41,389060,10.5
,"Iowa","19","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",93,352879,26.4
,"Iowa","19","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",94,352879,26.6
,"Iowa","19","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",107,185969,57.5
,"Iowa","19","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",106,185969,57.0
,"Iowa","19","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",51,73531,69.4
,"Iowa","19","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",52,73531,70.7
,"Kansas","20","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",28,373425,7.5
,"Kansas","20","2018","2018","55-64 years","55-64","Renal failure","N17-N19",28,373425,7.5
,"Kansas","20","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",45,262857,17.1
,"Kansas","20","2018","2018","65-74 years","65-74","Renal failure","N17-N19",44,262857,16.7
,"Kansas","20","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",46,133848,34.4
,"Kansas","20","2018","2018","75-84 years","75-84","Renal failure","N17-N19",46,133848,34.4
,"Kansas","20","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",54,65536,82.4
,"Kansas","20","2018","2018","85+ years","85+","Renal failure","N17-N19",54,65536,82.4
,"Kansas","20","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",33,371505,8.9
,"Kansas","20","2019","2019","55-64 years","55-64","Renal failure","N17-N19",34,371505,9.2
,"Kansas","20","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",37,272236,13.6
,"Kansas","20","2019","2019","65-74 years","65-74","Renal failure","N17-N19",38,272236,14.0
,"Kansas","20","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",47,137573,34.2
,"Kansas","20","2019","2019","75-84 years","75-84","Renal failure","N17-N19",48,137573,34.9
,"Kansas","20","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",49,65678,74.6
,"Kansas","20","2019","2019","85+ years","85+","Renal failure","N17-N19",49,65678,74.6
,"Kansas","20","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",14,323727,Unreliable
,"Kansas","20","2020","2020","45-54 years","45-54","Renal failure","N17-N19",15,323727,Unreliable
,"Kansas","20","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",33,366735,9.0
,"Kansas","20","2020","2020","55-64 years","55-64","Renal failure","N17-N19",34,366735,9.3
,"Kansas","20","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",58,282458,20.5
,"Kansas","20","2020","2020","65-74 years","65-74","Renal failure","N17-N19",59,282458,20.9
,"Kansas","20","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",54,140371,38.5
,"Kansas","20","2020","2020","75-84 years","75-84","Renal failure","N17-N19",55,140371,39.2
,"Kansas","20","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",39,65487,59.6
,"Kansas","20","2020","2020","85+ years","85+","Renal failure","N17-N19",40,65487,61.1
,"Kansas","20","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",18,327806,Unreliable
,"Kansas","20","2021","2021","45-54 years","45-54","Renal failure","N17-N19",18,327806,Unreliable
,"Kansas","20","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",55,366053,15.0
,"Kansas","20","2021","2021","55-64 years","55-64","Renal failure","N17-N19",55,366053,15.0
,"Kansas","20","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",94,294178,32.0
,"Kansas","20","2021","2021","65-74 years","65-74","Renal failure","N17-N19",94,294178,32.0
,"Kansas","20","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",77,137320,56.1
,"Kansas","20","2021","2021","75-84 years","75-84","Renal failure","N17-N19",78,137320,56.8
,"Kansas","20","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",45,58140,77.4
,"Kansas","20","2021","2021","85+ years","85+","Renal failure","N17-N19",46,58140,79.1
,"Kansas","20","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",22,327300,6.7
,"Kansas","20","2022","2022","45-54 years","45-54","Renal failure","N17-N19",22,327300,6.7
,"Kansas","20","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",73,354733,20.6
,"Kansas","20","2022","2022","55-64 years","55-64","Renal failure","N17-N19",75,354733,21.1
,"Kansas","20","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",109,295510,36.9
,"Kansas","20","2022","2022","65-74 years","65-74","Renal failure","N17-N19",111,295510,37.6
,"Kansas","20","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",97,147510,65.8
,"Kansas","20","2022","2022","75-84 years","75-84","Renal failure","N17-N19",98,147510,66.4
,"Kansas","20","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",69,60997,113.1
,"Kansas","20","2022","2022","85+ years","85+","Renal failure","N17-N19",71,60997,116.4
,"Kansas","20","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",26,329515,7.9
,"Kansas","20","2023","2023","45-54 years","45-54","Renal failure","N17-N19",26,329515,7.9
,"Kansas","20","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",42,347509,12.1
,"Kansas","20","2023","2023","55-64 years","55-64","Renal failure","N17-N19",42,347509,12.1
,"Kansas","20","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",82,302607,27.1
,"Kansas","20","2023","2023","65-74 years","65-74","Renal failure","N17-N19",82,302607,27.1
,"Kansas","20","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",93,153245,60.7
,"Kansas","20","2023","2023","75-84 years","75-84","Renal failure","N17-N19",93,153245,60.7
,"Kansas","20","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",52,57542,90.4
,"Kansas","20","2023","2023","85+ years","85+","Renal failure","N17-N19",52,57542,90.4
,"Kansas","20","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",12,332665,Unreliable
,"Kansas","20","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",12,332665,Unreliable
,"Kansas","20","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",36,341800,10.5
,"Kansas","20","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",37,341800,10.8
,"Kansas","20","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",86,308702,27.9
,"Kansas","20","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",86,308702,27.9
,"Kansas","20","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",93,160393,58.0
,"Kansas","20","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",96,160393,59.9
,"Kansas","20","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",60,59082,101.6
,"Kansas","20","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",61,59082,103.2
,"Kansas","20","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",20,332665,6.0
,"Kansas","20","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",21,332665,6.3
,"Kansas","20","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",42,341800,12.3
,"Kansas","20","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",42,341800,12.3
,"Kansas","20","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",88,308702,28.5
,"Kansas","20","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",88,308702,28.5
,"Kansas","20","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",98,160393,61.1
,"Kansas","20","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",98,160393,61.1
,"Kansas","20","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",72,59082,121.9
,"Kansas","20","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",73,59082,123.6
,"Kentucky","21","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",15,551949,Unreliable
,"Kentucky","21","2018","2018","35-44 years","35-44","Renal failure","N17-N19",15,551949,Unreliable
,"Kentucky","21","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",33,576814,5.7
,"Kentucky","21","2018","2018","45-54 years","45-54","Renal failure","N17-N19",34,576814,5.9
,"Kentucky","21","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",85,597345,14.2
,"Kentucky","21","2018","2018","55-64 years","55-64","Renal failure","N17-N19",87,597345,14.6
,"Kentucky","21","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",103,435205,23.7
,"Kentucky","21","2018","2018","65-74 years","65-74","Renal failure","N17-N19",108,435205,24.8
,"Kentucky","21","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",122,214803,56.8
,"Kentucky","21","2018","2018","75-84 years","75-84","Renal failure","N17-N19",124,214803,57.7
,"Kentucky","21","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",79,80618,98.0
,"Kentucky","21","2018","2018","85+ years","85+","Renal failure","N17-N19",80,80618,99.2
,"Kentucky","21","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",11,550953,Unreliable
,"Kentucky","21","2019","2019","35-44 years","35-44","Renal failure","N17-N19",11,550953,Unreliable
,"Kentucky","21","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",34,563662,6.0
,"Kentucky","21","2019","2019","45-54 years","45-54","Renal failure","N17-N19",34,563662,6.0
,"Kentucky","21","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",72,598289,12.0
,"Kentucky","21","2019","2019","55-64 years","55-64","Renal failure","N17-N19",74,598289,12.4
,"Kentucky","21","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",121,447876,27.0
,"Kentucky","21","2019","2019","65-74 years","65-74","Renal failure","N17-N19",125,447876,27.9
,"Kentucky","21","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",117,220820,53.0
,"Kentucky","21","2019","2019","75-84 years","75-84","Renal failure","N17-N19",119,220820,53.9
,"Kentucky","21","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",78,81868,95.3
,"Kentucky","21","2019","2019","85+ years","85+","Renal failure","N17-N19",80,81868,97.7
,"Kentucky","21","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",13,550941,Unreliable
,"Kentucky","21","2020","2020","35-44 years","35-44","Renal failure","N17-N19",13,550941,Unreliable
,"Kentucky","21","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",26,554414,4.7
,"Kentucky","21","2020","2020","45-54 years","45-54","Renal failure","N17-N19",26,554414,4.7
,"Kentucky","21","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",102,595984,17.1
,"Kentucky","21","2020","2020","55-64 years","55-64","Renal failure","N17-N19",105,595984,17.6
,"Kentucky","21","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",160,462362,34.6
,"Kentucky","21","2020","2020","65-74 years","65-74","Renal failure","N17-N19",163,462362,35.3
,"Kentucky","21","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",139,226031,61.5
,"Kentucky","21","2020","2020","75-84 years","75-84","Renal failure","N17-N19",142,226031,62.8
,"Kentucky","21","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",78,82442,94.6
,"Kentucky","21","2020","2020","85+ years","85+","Renal failure","N17-N19",79,82442,95.8
,"Kentucky","21","2021","2021","25-34 years","25-34","Other bacterial diseases","A30-A49",14,589177,Unreliable
,"Kentucky","21","2021","2021","25-34 years","25-34","Renal failure","N17-N19",14,589177,Unreliable
,"Kentucky","21","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",37,563149,6.6
,"Kentucky","21","2021","2021","35-44 years","35-44","Renal failure","N17-N19",37,563149,6.6
,"Kentucky","21","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",101,557634,18.1
,"Kentucky","21","2021","2021","45-54 years","45-54","Renal failure","N17-N19",106,557634,19.0
,"Kentucky","21","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",215,598608,35.9
,"Kentucky","21","2021","2021","55-64 years","55-64","Renal failure","N17-N19",220,598608,36.8
,"Kentucky","21","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",299,476140,62.8
,"Kentucky","21","2021","2021","65-74 years","65-74","Renal failure","N17-N19",302,476140,63.4
,"Kentucky","21","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",249,220507,112.9
,"Kentucky","21","2021","2021","75-84 years","75-84","Renal failure","N17-N19",256,220507,116.1
,"Kentucky","21","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",131,73613,178.0
,"Kentucky","21","2021","2021","85+ years","85+","Renal failure","N17-N19",135,73613,183.4
,"Kentucky","21","2022","2022","25-34 years","25-34","Other bacterial diseases","A30-A49",10,592553,Unreliable
,"Kentucky","21","2022","2022","25-34 years","25-34","Renal failure","N17-N19",10,592553,Unreliable
,"Kentucky","21","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",39,561994,6.9
,"Kentucky","21","2022","2022","35-44 years","35-44","Renal failure","N17-N19",39,561994,6.9
,"Kentucky","21","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",95,554804,17.1
,"Kentucky","21","2022","2022","45-54 years","45-54","Renal failure","N17-N19",98,554804,17.7
,"Kentucky","21","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",219,587521,37.3
,"Kentucky","21","2022","2022","55-64 years","55-64","Renal failure","N17-N19",221,587521,37.6
,"Kentucky","21","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",390,476723,81.8
,"Kentucky","21","2022","2022","65-74 years","65-74","Renal failure","N17-N19",397,476723,83.3
,"Kentucky","21","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",375,237616,157.8
,"Kentucky","21","2022","2022","75-84 years","75-84","Renal failure","N17-N19",378,237616,159.1
,"Kentucky","21","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",208,78668,264.4
,"Kentucky","21","2022","2022","85+ years","85+","Renal failure","N17-N19",210,78668,266.9
,"Kentucky","21","2023","2023","25-34 years","25-34","Other bacterial diseases","A30-A49",11,595255,Unreliable
,"Kentucky","21","2023","2023","25-34 years","25-34","Renal failure","N17-N19",11,595255,Unreliable
,"Kentucky","21","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",31,566000,5.5
,"Kentucky","21","2023","2023","35-44 years","35-44","Renal failure","N17-N19",31,566000,5.5
,"Kentucky","21","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",74,554182,13.4
,"Kentucky","21","2023","2023","45-54 years","45-54","Renal failure","N17-N19",75,554182,13.5
,"Kentucky","21","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",209,579639,36.1
,"Kentucky","21","2023","2023","55-64 years","55-64","Renal failure","N17-N19",212,579639,36.6
,"Kentucky","21","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",319,484327,65.9
,"Kentucky","21","2023","2023","65-74 years","65-74","Renal failure","N17-N19",320,484327,66.1
,"Kentucky","21","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",342,246555,138.7
,"Kentucky","21","2023","2023","75-84 years","75-84","Renal failure","N17-N19",345,246555,139.9
,"Kentucky","21","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",189,75875,249.1
,"Kentucky","21","2023","2023","85+ years","85+","Renal failure","N17-N19",189,75875,249.1
,"Kentucky","21","2024 (provisional)","2024","25-34 years","25-34","Other bacterial diseases","A30-A49",13,608729,Unreliable
,"Kentucky","21","2024 (provisional)","2024","25-34 years","25-34","Renal failure","N17-N19",13,608729,Unreliable
,"Kentucky","21","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",34,576243,5.9
,"Kentucky","21","2024 (provisional)","2024","35-44 years","35-44","Renal failure","N17-N19",35,576243,6.1
,"Kentucky","21","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",62,558151,11.1
,"Kentucky","21","2024 (provisional)","2024","45-54 years","45-54","Renal failure","N17-N19",62,558151,11.1
,"Kentucky","21","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",184,574642,32.0
,"Kentucky","21","2024 (provisional)","2024","55-64 years","55-64","Renal failure","N17-N19",190,574642,33.1
,"Kentucky","21","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",318,491266,64.7
,"Kentucky","21","2024 (provisional)","2024","65-74 years","65-74","Renal failure","N17-N19",320,491266,65.1
,"Kentucky","21","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",306,256838,119.1
,"Kentucky","21","2024 (provisional)","2024","75-84 years","75-84","Renal failure","N17-N19",313,256838,121.9
,"Kentucky","21","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",167,78591,212.5
,"Kentucky","21","2024 (provisional)","2024","85+ years","85+","Renal failure","N17-N19",172,78591,218.9
,"Kentucky","21","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",38,576243,6.6
,"Kentucky","21","2025 (provisional and partial)","2025","35-44 years","35-44","Renal failure","N17-N19",38,576243,6.6
,"Kentucky","21","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",60,558151,10.7
,"Kentucky","21","2025 (provisional and partial)","2025","45-54 years","45-54","Renal failure","N17-N19",60,558151,10.7
,"Kentucky","21","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",158,574642,27.5
,"Kentucky","21","2025 (provisional and partial)","2025","55-64 years","55-64","Renal failure","N17-N19",158,574642,27.5
,"Kentucky","21","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",277,491266,56.4
,"Kentucky","21","2025 (provisional and partial)","2025","65-74 years","65-74","Renal failure","N17-N19",280,491266,57.0
,"Kentucky","21","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",301,256838,117.2
,"Kentucky","21","2025 (provisional and partial)","2025","75-84 years","75-84","Renal failure","N17-N19",302,256838,117.6
,"Kentucky","21","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",156,78591,198.5
,"Kentucky","21","2025 (provisional and partial)","2025","85+ years","85+","Renal failure","N17-N19",159,78591,202.3
,"Louisiana","22","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",20,563306,3.6
,"Louisiana","22","2018","2018","45-54 years","45-54","Renal failure","N17-N19",20,563306,3.6
,"Louisiana","22","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",40,606266,6.6
,"Louisiana","22","2018","2018","55-64 years","55-64","Renal failure","N17-N19",40,606266,6.6
