"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Race","Race Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","35-44 years","35-44",180,15746894,1.1
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","45-54 years","45-54",567,17264988,3.3
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","55-64 years","55-64",1193,16033745,7.4
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","65-74 years","65-74",1609,10602690,15.2
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","75-84 years","75-84",1868,5151698,36.3
,"Other bacterial diseases","A30-A49","2014","2014","Male","M","White","2106-3","85+ years","85+",1712,1882783,90.9
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,277510,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",19,226940,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",17,122035,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",17,52843,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",17,20022,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Asian or Pacific Islander","A-PI","35-44 years","35-44",10,1683702,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",21,1155370,1.8
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",45,725572,6.2
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",60,350343,17.1
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",95,150073,63.3
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","25-34 years","25-34",21,3382985,0.6
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","35-44 years","35-44",39,3013072,1.3
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","45-54 years","45-54",121,3021717,4.0
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","55-64 years","55-64",220,2654398,8.3
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","65-74 years","65-74",253,1543609,16.4
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","75-84 years","75-84",308,762579,40.4
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","Black or African American","2054-5","85+ years","85+",288,338522,85.1
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","25-34 years","25-34",35,16343612,0.2
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","35-44 years","35-44",131,15394921,0.9
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","45-54 years","45-54",421,17173379,2.5
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","55-64 years","55-64",930,17126364,5.4
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","65-74 years","65-74",1517,12266953,12.4
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","75-84 years","75-84",2039,6733838,30.3
,"Other bacterial diseases","A30-A49","2015","2015","Female","F","White","2106-3","85+ years","85+",2344,3604246,65.0
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",14,275803,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",24,209714,11.4
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",32,108443,29.5
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",17,1248191,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",40,965484,4.1
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",70,586368,11.9
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",70,266500,26.3
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",88,86681,101.5
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","25-34 years","25-34",11,3224785,Unreliable
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","35-44 years","35-44",32,2690744,1.2
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","45-54 years","45-54",117,2673905,4.4
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","55-64 years","55-64",249,2230799,11.2
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","65-74 years","65-74",305,1164256,26.2
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","75-84 years","75-84",237,473171,50.1
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","Black or African American","2054-5","85+ years","85+",149,142359,104.7
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","25-34 years","25-34",59,17051627,0.3
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","35-44 years","35-44",166,15715677,1.1
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","45-54 years","45-54",483,17100877,2.8
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","55-64 years","55-64",1273,16308750,7.8
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","65-74 years","65-74",1754,11033281,15.9
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","75-84 years","75-84",2101,5244077,40.1
,"Other bacterial diseases","A30-A49","2015","2015","Male","M","White","2106-3","85+ years","85+",1756,1933950,90.8
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",20,277646,7.2
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",23,235033,9.8
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",24,129801,18.5
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",12,55662,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",14,21195,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",12,1446459,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",38,1178042,3.2
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",42,764332,5.5
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",76,365597,20.8
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",75,159716,47.0
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","25-34 years","25-34",16,3466922,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","35-44 years","35-44",29,3017848,1.0
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","45-54 years","45-54",102,3018481,3.4
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","55-64 years","55-64",233,2712845,8.6
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","65-74 years","65-74",277,1626680,17.0
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","75-84 years","75-84",276,785828,35.1
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","Black or African American","2054-5","85+ years","85+",269,346391,77.7
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","25-34 years","25-34",63,16465489,0.4
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","35-44 years","35-44",131,15304617,0.9
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","45-54 years","45-54",407,16937954,2.4
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","55-64 years","55-64",942,17338186,5.4
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","65-74 years","65-74",1495,12718408,11.8
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","75-84 years","75-84",1972,6849573,28.8
,"Other bacterial diseases","A30-A49","2016","2016","Female","F","White","2106-3","85+ years","85+",2132,3628186,58.8
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,277098,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",19,216738,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",16,114778,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",16,42459,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","35-44 years","35-44",10,1504147,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",23,1272640,1.8
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",41,985505,4.2
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",69,612074,11.3
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",78,280882,27.8
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",77,92994,82.8
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","25-34 years","25-34",17,3338882,Unreliable
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","35-44 years","35-44",27,2702577,1.0
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","45-54 years","45-54",111,2666665,4.2
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","55-64 years","55-64",267,2284809,11.7
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","65-74 years","65-74",300,1228135,24.4
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","75-84 years","75-84",233,490623,47.5
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","Black or African American","2054-5","85+ years","85+",153,147306,103.9
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","25-34 years","25-34",55,17186128,0.3
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","35-44 years","35-44",209,15636470,1.3
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","45-54 years","45-54",538,16889736,3.2
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","55-64 years","55-64",1330,16511986,8.1
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","65-74 years","65-74",1834,11436122,16.0
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","75-84 years","75-84",2028,5362910,37.8
,"Other bacterial diseases","A30-A49","2016","2016","Male","M","White","2106-3","85+ years","85+",1707,1972484,86.5
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",19,277424,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",13,242608,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",26,137585,18.9
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",22,58651,37.5
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",10,22588,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",12,1507028,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",37,1224600,3.0
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",64,819417,7.8
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",77,390555,19.7
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",94,172121,54.6
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","25-34 years","25-34",18,3560406,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","35-44 years","35-44",52,3055368,1.7
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","45-54 years","45-54",97,3016004,3.2
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","55-64 years","55-64",222,2777624,8.0
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","65-74 years","65-74",270,1709818,15.8
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","75-84 years","75-84",271,814516,33.3
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","Black or African American","2054-5","85+ years","85+",243,356668,68.1
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","25-34 years","25-34",45,16576425,0.3
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","35-44 years","35-44",139,15392623,0.9
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","45-54 years","45-54",376,16668139,2.3
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","55-64 years","55-64",993,17493023,5.7
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","65-74 years","65-74",1574,13139486,12.0
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","75-84 years","75-84",1976,7034954,28.1
,"Other bacterial diseases","A30-A49","2017","2017","Female","F","White","2106-3","85+ years","85+",2169,3637636,59.6
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",10,314647,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,277853,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",22,224532,9.8
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",22,121253,18.1
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",18,45396,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",17,1325041,Unreliable
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",44,1025701,4.3
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",73,653648,11.2
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",83,301045,27.6
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",72,100678,71.5
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","25-34 years","25-34",24,3465087,0.7
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","35-44 years","35-44",36,2743658,1.3
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","45-54 years","45-54",117,2660679,4.4
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","55-64 years","55-64",271,2341639,11.6
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","65-74 years","65-74",305,1289007,23.7
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","75-84 years","75-84",261,511629,51.0
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","Black or African American","2054-5","85+ years","85+",158,153683,102.8
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","25-34 years","25-34",83,17369406,0.5
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","35-44 years","35-44",179,15751313,1.1
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","45-54 years","45-54",533,16642784,3.2
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","55-64 years","55-64",1284,16665931,7.7
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","65-74 years","65-74",1907,11813232,16.1
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","75-84 years","75-84",2035,5549805,36.7
,"Other bacterial diseases","A30-A49","2017","2017","Male","M","White","2106-3","85+ years","85+",1755,2012338,87.2
,"Renal failure","N17-N19","2010","2010","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",11,273464,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",11,178582,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",17,87469,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",16,40892,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",11,14001,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",14,919792,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",24,490802,4.9
,"Renal failure","N17-N19","2010","2010","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",69,266935,25.8
,"Renal failure","N17-N19","2010","2010","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",66,92921,71.0
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","25-34 years","25-34",13,3066086,Unreliable
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","35-44 years","35-44",35,2961585,1.2
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","45-54 years","45-54",105,3056411,3.4
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","55-64 years","55-64",172,2196805,7.8
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","65-74 years","65-74",203,1192148,17.0
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","75-84 years","75-84",305,675432,45.2
,"Renal failure","N17-N19","2010","2010","Female","F","Black or African American","2054-5","85+ years","85+",309,282385,109.4
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","25-34 years","25-34",44,15551936,0.3
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","35-44 years","35-44",93,15940784,0.6
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","45-54 years","45-54",343,18311038,1.9
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","55-64 years","55-64",682,15586402,4.4
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","65-74 years","65-74",1148,9846491,11.7
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","75-84 years","75-84",1863,6601101,28.2
,"Renal failure","N17-N19","2010","2010","Female","F","White","2106-3","85+ years","85+",2299,3314447,69.4
,"Renal failure","N17-N19","2010","2010","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",13,167158,Unreliable
,"Renal failure","N17-N19","2010","2010","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",11,76459,Unreliable
,"Renal failure","N17-N19","2010","2010","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",10,29157,Unreliable
,"Renal failure","N17-N19","2010","2010","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",19,1074756,Unreliable
,"Renal failure","N17-N19","2010","2010","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",32,761268,4.2
,"Renal failure","N17-N19","2010","2010","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",46,408568,11.3
,"Renal failure","N17-N19","2010","2010","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",70,185737,37.7
,"Renal failure","N17-N19","2010","2010","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",48,54709,87.7
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","25-34 years","25-34",15,2801017,Unreliable
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","35-44 years","35-44",29,2639054,1.1
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","45-54 years","45-54",119,2707520,4.4
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","55-64 years","55-64",214,1832463,11.7
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","65-74 years","65-74",232,885780,26.2
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","75-84 years","75-84",239,395774,60.4
,"Renal failure","N17-N19","2010","2010","Male","M","Black or African American","2054-5","85+ years","85+",162,110382,146.8
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","25-34 years","25-34",39,16138835,0.2
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","35-44 years","35-44",130,16208232,0.8
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","45-54 years","45-54",467,18095800,2.6
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","55-64 years","55-64",900,14840259,6.1
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","65-74 years","65-74",1341,8725712,15.4
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","75-84 years","75-84",1954,4866094,40.2
,"Renal failure","N17-N19","2010","2010","Male","M","White","2106-3","85+ years","85+",1546,1617352,95.6
,"Renal failure","N17-N19","2011","2011","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",12,276312,Unreliable
,"Renal failure","N17-N19","2011","2011","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",15,192307,Unreliable
,"Renal failure","N17-N19","2011","2011","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",22,93453,23.5
,"Renal failure","N17-N19","2011","2011","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",19,43747,Unreliable
,"Renal failure","N17-N19","2011","2011","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",13,1247324,Unreliable
,"Renal failure","N17-N19","2011","2011","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",23,979140,2.3
,"Renal failure","N17-N19","2011","2011","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",45,525453,8.6
,"Renal failure","N17-N19","2011","2011","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",64,282420,22.7
,"Renal failure","N17-N19","2011","2011","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",73,105055,69.5
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","25-34 years","25-34",11,3122987,Unreliable
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","35-44 years","35-44",34,2934906,1.2
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","45-54 years","45-54",120,3066612,3.9
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","55-64 years","55-64",191,2331287,8.2
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","65-74 years","65-74",231,1237777,18.7
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","75-84 years","75-84",291,696468,41.8
,"Renal failure","N17-N19","2011","2011","Female","F","Black or African American","2054-5","85+ years","85+",281,292691,96.0
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","25-34 years","25-34",39,15778153,0.2
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","35-44 years","35-44",110,15695797,0.7
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","45-54 years","45-54",308,18108708,1.7
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","55-64 years","55-64",712,16201201,4.4
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","65-74 years","65-74",1183,10148742,11.7
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","75-84 years","75-84",1950,6579562,29.6
,"Renal failure","N17-N19","2011","2011","Female","F","White","2106-3","85+ years","85+",2335,3429955,68.1
,"Renal failure","N17-N19","2011","2011","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,269072,Unreliable
,"Renal failure","N17-N19","2011","2011","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",13,179489,Unreliable
,"Renal failure","N17-N19","2011","2011","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",10,82279,Unreliable
,"Renal failure","N17-N19","2011","2011","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",11,31812,Unreliable
,"Renal failure","N17-N19","2011","2011","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",10,1101754,Unreliable
,"Renal failure","N17-N19","2011","2011","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",38,809532,4.7
,"Renal failure","N17-N19","2011","2011","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",46,436536,10.5
,"Renal failure","N17-N19","2011","2011","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",68,200623,33.9
,"Renal failure","N17-N19","2011","2011","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",64,61242,104.5
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","25-34 years","25-34",25,2876283,0.9
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","35-44 years","35-44",43,2612286,1.6
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","45-54 years","45-54",119,2717303,4.4
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","55-64 years","55-64",189,1946428,9.7
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","65-74 years","65-74",225,924403,24.3
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","75-84 years","75-84",225,414645,54.3
,"Renal failure","N17-N19","2011","2011","Male","M","Black or African American","2054-5","85+ years","85+",149,114793,129.8
,"Renal failure","N17-N19","2011","2011","Male","M","White","2106-3","25-34 years","25-34",58,16433075,0.4
