"Notes","Residence State","Residence State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Florida","12","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",5155,1735640,297.0
,"Florida","12","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",4064,612067,664.0
,"Florida","12","2025 (provisional and partial)","2025","25-34 years","25-34","Other bacterial diseases","A30-A49",133,2953920,4.5
,"Florida","12","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",366,3039219,12.0
,"Florida","12","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",754,2830182,26.6
,"Florida","12","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",2045,3056562,66.9
,"Florida","12","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",3906,2743555,142.4
,"Florida","12","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",5063,1735640,291.7
,"Florida","12","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",3797,612067,620.4
,"Florida","12","2026 (provisional and partial)","2026","65-74 years","65-74","Other bacterial diseases","A30-A49",12,2743555,Unreliable
,"Florida","12","2026 (provisional and partial)","2026","75-84 years","75-84","Other bacterial diseases","A30-A49",31,1735640,1.8
,"Florida","12","2026 (provisional and partial)","2026","85+ years","85+","Other bacterial diseases","A30-A49",18,612067,Unreliable
,"Georgia","13","2018","2018","25-34 years","25-34","Other bacterial diseases","A30-A49",79,1473246,5.4
,"Georgia","13","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",214,1372602,15.6
,"Georgia","13","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",481,1411438,34.1
,"Georgia","13","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",1128,1285682,87.7
,"Georgia","13","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",1724,895419,192.5
,"Georgia","13","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",1663,418357,397.5
,"Georgia","13","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",1340,146633,913.8
,"Georgia","13","2019","2019","25-34 years","25-34","Other bacterial diseases","A30-A49",94,1493261,6.3
,"Georgia","13","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",182,1380954,13.2
,"Georgia","13","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",482,1399652,34.4
,"Georgia","13","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",1214,1307533,92.8
,"Georgia","13","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",1755,926001,189.5
,"Georgia","13","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",1733,439884,394.0
,"Georgia","13","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",1269,151069,840.0
,"Georgia","13","2020","2020","25-34 years","25-34","Other bacterial diseases","A30-A49",112,1506359,7.4
,"Georgia","13","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",267,1394847,19.1
,"Georgia","13","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",686,1391098,49.3
,"Georgia","13","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",1601,1323211,121.0
,"Georgia","13","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",2382,959264,248.3
,"Georgia","13","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",2123,459814,461.7
,"Georgia","13","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",1494,155589,960.2
,"Georgia","13","2021","2021","25-34 years","25-34","Other bacterial diseases","A30-A49",153,1494153,10.2
,"Georgia","13","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",367,1428680,25.7
,"Georgia","13","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",823,1398509,58.8
,"Georgia","13","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",1912,1343137,142.4
,"Georgia","13","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",2683,987987,271.6
,"Georgia","13","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",2332,455027,512.5
,"Georgia","13","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",1441,141057,1021.6
,"Georgia","13","2022","2022","25-34 years","25-34","Other bacterial diseases","A30-A49",111,1511231,7.3
,"Georgia","13","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",282,1445295,19.5
,"Georgia","13","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",622,1397510,44.5
,"Georgia","13","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",1526,1337315,114.1
,"Georgia","13","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",2226,994257,223.9
,"Georgia","13","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",2226,495658,449.1
,"Georgia","13","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",1319,155112,850.4
,"Georgia","13","2023","2023","25-34 years","25-34","Other bacterial diseases","A30-A49",107,1524619,7.0
,"Georgia","13","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",236,1475028,16.0
,"Georgia","13","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",523,1403912,37.3
,"Georgia","13","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",1254,1345486,93.2
,"Georgia","13","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",2075,1020844,203.3
,"Georgia","13","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",2192,523970,418.3
,"Georgia","13","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",1257,151403,830.2
,"Georgia","13","2024 (provisional)","2024","25-34 years","25-34","Other bacterial diseases","A30-A49",89,1542809,5.8
,"Georgia","13","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",231,1507297,15.3
,"Georgia","13","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",571,1411788,40.4
,"Georgia","13","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",1242,1354190,91.7
,"Georgia","13","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",2077,1046673,198.4
,"Georgia","13","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",2175,553809,392.7
,"Georgia","13","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",1305,159859,816.3
,"Georgia","13","2025 (provisional and partial)","2025","25-34 years","25-34","Other bacterial diseases","A30-A49",76,1542809,4.9
,"Georgia","13","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",206,1507297,13.7
,"Georgia","13","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",442,1411788,31.3
,"Georgia","13","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",1130,1354190,83.4
,"Georgia","13","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",1897,1046673,181.2
,"Georgia","13","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",2105,553809,380.1
,"Georgia","13","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",1268,159859,793.2
,"Georgia","13","2026 (provisional and partial)","2026","75-84 years","75-84","Other bacterial diseases","A30-A49",12,553809,Unreliable
,"Hawaii","15","2018","2018","25-34 years","25-34","Other bacterial diseases","A30-A49",10,203006,Unreliable
,"Hawaii","15","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",18,180510,Unreliable
,"Hawaii","15","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",34,170624,19.9
,"Hawaii","15","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",74,180727,40.9
,"Hawaii","15","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",141,148933,94.7
,"Hawaii","15","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",130,70990,183.1
,"Hawaii","15","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",157,41044,382.5
,"Hawaii","15","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",24,181803,13.2
,"Hawaii","15","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",39,167747,23.2
,"Hawaii","15","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",79,179137,44.1
,"Hawaii","15","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",117,152092,76.9
,"Hawaii","15","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",133,74688,178.1
,"Hawaii","15","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",151,41668,362.4
,"Hawaii","15","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",17,181879,Unreliable
,"Hawaii","15","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",46,164713,27.9
,"Hawaii","15","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",106,176875,59.9
,"Hawaii","15","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",150,154706,97.0
,"Hawaii","15","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",146,78228,186.6
,"Hawaii","15","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",126,42146,299.0
,"Hawaii","15","2021","2021","25-34 years","25-34","Other bacterial diseases","A30-A49",13,194454,Unreliable
,"Hawaii","15","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",22,190916,11.5
,"Hawaii","15","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",53,170059,31.2
,"Hawaii","15","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",107,181155,59.1
,"Hawaii","15","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",146,162622,89.8
,"Hawaii","15","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",153,80866,189.2
,"Hawaii","15","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",149,38816,383.9
,"Hawaii","15","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",18,191386,Unreliable
,"Hawaii","15","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",44,168913,26.0
,"Hawaii","15","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",109,176971,61.6
,"Hawaii","15","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",158,162235,97.4
,"Hawaii","15","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",167,88734,188.2
,"Hawaii","15","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",165,43396,380.2
,"Hawaii","15","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",23,192629,11.9
,"Hawaii","15","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",49,168986,29.0
,"Hawaii","15","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",94,176117,53.4
,"Hawaii","15","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",173,165877,104.3
,"Hawaii","15","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",168,95427,176.1
,"Hawaii","15","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",165,41202,400.5
,"Hawaii","15","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",18,195117,Unreliable
,"Hawaii","15","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",44,169695,25.9
,"Hawaii","15","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",92,174312,52.8
,"Hawaii","15","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",161,166481,96.7
,"Hawaii","15","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",170,101173,168.0
,"Hawaii","15","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",167,42670,391.4
,"Hawaii","15","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",22,195117,11.3
,"Hawaii","15","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",33,169695,19.4
,"Hawaii","15","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",74,174312,42.5
,"Hawaii","15","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",136,166481,81.7
,"Hawaii","15","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",167,101173,165.1
,"Hawaii","15","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",123,42670,288.3
,"Idaho","16","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",12,220029,Unreliable
,"Idaho","16","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",43,199925,21.5
,"Idaho","16","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",124,214850,57.7
,"Idaho","16","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",167,168241,99.3
,"Idaho","16","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",198,80622,245.6
,"Idaho","16","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",200,29419,679.8
,"Idaho","16","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",18,227172,Unreliable
,"Idaho","16","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",38,201766,18.8
,"Idaho","16","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",111,218360,50.8
,"Idaho","16","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",193,175866,109.7
,"Idaho","16","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",241,85030,283.4
,"Idaho","16","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",189,29774,634.8
,"Idaho","16","2020","2020","25-34 years","25-34","Other bacterial diseases","A30-A49",11,241578,Unreliable
,"Idaho","16","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",25,234230,10.7
,"Idaho","16","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",51,205499,24.8
,"Idaho","16","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",134,220824,60.7
,"Idaho","16","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",245,185942,131.8
,"Idaho","16","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",257,89638,286.7
,"Idaho","16","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",222,30414,729.9
,"Idaho","16","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",54,249386,21.7
,"Idaho","16","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",71,215984,32.9
,"Idaho","16","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",165,228618,72.2
,"Idaho","16","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",267,197346,135.3
,"Idaho","16","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",280,90494,309.4
,"Idaho","16","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",204,27616,738.7
,"Idaho","16","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",29,252364,11.5
,"Idaho","16","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",60,219580,27.3
,"Idaho","16","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",172,226099,76.1
,"Idaho","16","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",250,199485,125.3
,"Idaho","16","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",293,99666,294.0
,"Idaho","16","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",209,31301,667.7
,"Idaho","16","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",25,257368,9.7
,"Idaho","16","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",46,224778,20.5
,"Idaho","16","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",135,225904,59.8
,"Idaho","16","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",243,205013,118.5
,"Idaho","16","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",294,105707,278.1
,"Idaho","16","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",204,30410,670.8
,"Idaho","16","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",20,262350,7.6
,"Idaho","16","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",45,229990,19.6
,"Idaho","16","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",127,226328,56.1
,"Idaho","16","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",224,210493,106.4
,"Idaho","16","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",310,111987,276.8
,"Idaho","16","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",231,31927,723.5
,"Idaho","16","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",21,262350,8.0
,"Idaho","16","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",48,229990,20.9
,"Idaho","16","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",116,226328,51.3
,"Idaho","16","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",231,210493,109.7
,"Idaho","16","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",303,111987,270.6
,"Idaho","16","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",207,31927,648.4
,"Illinois","17","2018","2018","25-34 years","25-34","Other bacterial diseases","A30-A49",75,1769781,4.2
,"Illinois","17","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",139,1639725,8.5
,"Illinois","17","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",462,1639850,28.2
,"Illinois","17","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",1137,1665187,68.3
,"Illinois","17","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",1731,1142253,151.5
,"Illinois","17","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",2089,584034,357.7
,"Illinois","17","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",2302,266674,863.2
,"Illinois","17","2019","2019","25-34 years","25-34","Other bacterial diseases","A30-A49",81,1758096,4.6
,"Illinois","17","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",155,1637135,9.5
,"Illinois","17","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",396,1599789,24.8
,"Illinois","17","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",1087,1658283,65.5
,"Illinois","17","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",1804,1176033,153.4
,"Illinois","17","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",2134,600230,355.5
,"Illinois","17","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",2172,266969,813.6
,"Illinois","17","2020","2020","25-34 years","25-34","Other bacterial diseases","A30-A49",75,1741284,4.3
,"Illinois","17","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",202,1636418,12.3
,"Illinois","17","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",483,1565738,30.8
,"Illinois","17","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",1319,1638460,80.5
,"Illinois","17","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",2114,1211741,174.5
,"Illinois","17","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",2365,610637,387.3
,"Illinois","17","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",2252,266856,843.9
,"Illinois","17","2021","2021","25-34 years","25-34","Other bacterial diseases","A30-A49",79,1713590,4.6
,"Illinois","17","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",222,1680335,13.2
,"Illinois","17","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",476,1581098,30.1
,"Illinois","17","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",1306,1650582,79.1
,"Illinois","17","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",2187,1259846,173.6
,"Illinois","17","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",2269,601395,377.3
,"Illinois","17","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",2076,240221,864.2
,"Illinois","17","2022","2022","25-34 years","25-34","Other bacterial diseases","A30-A49",99,1696752,5.8
,"Illinois","17","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",198,1667941,11.9
,"Illinois","17","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",460,1557864,29.5
,"Illinois","17","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",1234,1606306,76.8
,"Illinois","17","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",2203,1261263,174.7
,"Illinois","17","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",2520,644941,390.7
,"Illinois","17","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",2164,257093,841.7
,"Illinois","17","2023","2023","25-34 years","25-34","Other bacterial diseases","A30-A49",78,1690403,4.6
,"Illinois","17","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",172,1674557,10.3
,"Illinois","17","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",423,1552831,27.2
,"Illinois","17","2023","2023","55-64 years","55-64","Other bacterial diseases","A30-A49",1054,1584023,66.5
,"Illinois","17","2023","2023","65-74 years","65-74","Other bacterial diseases","A30-A49",2005,1291887,155.2
,"Illinois","17","2023","2023","75-84 years","75-84","Other bacterial diseases","A30-A49",2452,669424,366.3
,"Illinois","17","2023","2023","85+ years","85+","Other bacterial diseases","A30-A49",1969,242611,811.6
,"Illinois","17","2024 (provisional)","2024","25-34 years","25-34","Other bacterial diseases","A30-A49",80,1737246,4.6
,"Illinois","17","2024 (provisional)","2024","35-44 years","35-44","Other bacterial diseases","A30-A49",148,1702062,8.7
,"Illinois","17","2024 (provisional)","2024","45-54 years","45-54","Other bacterial diseases","A30-A49",416,1560375,26.7
,"Illinois","17","2024 (provisional)","2024","55-64 years","55-64","Other bacterial diseases","A30-A49",1036,1566219,66.1
,"Illinois","17","2024 (provisional)","2024","65-74 years","65-74","Other bacterial diseases","A30-A49",1909,1318035,144.8
,"Illinois","17","2024 (provisional)","2024","75-84 years","75-84","Other bacterial diseases","A30-A49",2313,701326,329.8
,"Illinois","17","2024 (provisional)","2024","85+ years","85+","Other bacterial diseases","A30-A49",1941,251937,770.4
,"Illinois","17","2025 (provisional and partial)","2025","25-34 years","25-34","Other bacterial diseases","A30-A49",69,1737246,4.0
,"Illinois","17","2025 (provisional and partial)","2025","35-44 years","35-44","Other bacterial diseases","A30-A49",169,1702062,9.9
,"Illinois","17","2025 (provisional and partial)","2025","45-54 years","45-54","Other bacterial diseases","A30-A49",387,1560375,24.8
,"Illinois","17","2025 (provisional and partial)","2025","55-64 years","55-64","Other bacterial diseases","A30-A49",961,1566219,61.4
,"Illinois","17","2025 (provisional and partial)","2025","65-74 years","65-74","Other bacterial diseases","A30-A49",1976,1318035,149.9
,"Illinois","17","2025 (provisional and partial)","2025","75-84 years","75-84","Other bacterial diseases","A30-A49",2341,701326,333.8
,"Illinois","17","2025 (provisional and partial)","2025","85+ years","85+","Other bacterial diseases","A30-A49",1820,251937,722.4
,"Illinois","17","2026 (provisional and partial)","2026","75-84 years","75-84","Other bacterial diseases","A30-A49",17,701326,Unreliable
,"Illinois","17","2026 (provisional and partial)","2026","85+ years","85+","Other bacterial diseases","A30-A49",10,251937,Unreliable
,"Indiana","18","2018","2018","25-34 years","25-34","Other bacterial diseases","A30-A49",54,877438,6.2
,"Indiana","18","2018","2018","35-44 years","35-44","Other bacterial diseases","A30-A49",112,822202,13.6
,"Indiana","18","2018","2018","45-54 years","45-54","Other bacterial diseases","A30-A49",309,839824,36.8
,"Indiana","18","2018","2018","55-64 years","55-64","Other bacterial diseases","A30-A49",801,873286,91.7
,"Indiana","18","2018","2018","65-74 years","65-74","Other bacterial diseases","A30-A49",1104,615581,179.3
,"Indiana","18","2018","2018","75-84 years","75-84","Other bacterial diseases","A30-A49",1291,308630,418.3
,"Indiana","18","2018","2018","85+ years","85+","Other bacterial diseases","A30-A49",1062,130810,811.9
,"Indiana","18","2019","2019","25-34 years","25-34","Other bacterial diseases","A30-A49",51,890687,5.7
,"Indiana","18","2019","2019","35-44 years","35-44","Other bacterial diseases","A30-A49",135,828959,16.3
,"Indiana","18","2019","2019","45-54 years","45-54","Other bacterial diseases","A30-A49",306,824029,37.1
,"Indiana","18","2019","2019","55-64 years","55-64","Other bacterial diseases","A30-A49",730,875082,83.4
,"Indiana","18","2019","2019","65-74 years","65-74","Other bacterial diseases","A30-A49",1211,636737,190.2
,"Indiana","18","2019","2019","75-84 years","75-84","Other bacterial diseases","A30-A49",1244,317937,391.3
,"Indiana","18","2019","2019","85+ years","85+","Other bacterial diseases","A30-A49",1077,131069,821.7
,"Indiana","18","2020","2020","25-34 years","25-34","Other bacterial diseases","A30-A49",59,897324,6.6
,"Indiana","18","2020","2020","35-44 years","35-44","Other bacterial diseases","A30-A49",128,835433,15.3
,"Indiana","18","2020","2020","45-54 years","45-54","Other bacterial diseases","A30-A49",378,813342,46.5
,"Indiana","18","2020","2020","55-64 years","55-64","Other bacterial diseases","A30-A49",956,871082,109.7
,"Indiana","18","2020","2020","65-74 years","65-74","Other bacterial diseases","A30-A49",1514,658882,229.8
,"Indiana","18","2020","2020","75-84 years","75-84","Other bacterial diseases","A30-A49",1531,325212,470.8
,"Indiana","18","2020","2020","85+ years","85+","Other bacterial diseases","A30-A49",1221,131191,930.7
,"Indiana","18","2021","2021","25-34 years","25-34","Other bacterial diseases","A30-A49",73,894017,8.2
,"Indiana","18","2021","2021","35-44 years","35-44","Other bacterial diseases","A30-A49",137,858210,16.0
,"Indiana","18","2021","2021","45-54 years","45-54","Other bacterial diseases","A30-A49",385,819339,47.0
,"Indiana","18","2021","2021","55-64 years","55-64","Other bacterial diseases","A30-A49",1016,873826,116.3
,"Indiana","18","2021","2021","65-74 years","65-74","Other bacterial diseases","A30-A49",1587,681528,232.9
,"Indiana","18","2021","2021","75-84 years","75-84","Other bacterial diseases","A30-A49",1491,316728,470.8
,"Indiana","18","2021","2021","85+ years","85+","Other bacterial diseases","A30-A49",1070,116432,919.0
,"Indiana","18","2022","2022","25-34 years","25-34","Other bacterial diseases","A30-A49",58,897480,6.5
,"Indiana","18","2022","2022","35-44 years","35-44","Other bacterial diseases","A30-A49",144,860267,16.7
,"Indiana","18","2022","2022","45-54 years","45-54","Other bacterial diseases","A30-A49",295,815676,36.2
,"Indiana","18","2022","2022","55-64 years","55-64","Other bacterial diseases","A30-A49",866,856592,101.1
,"Indiana","18","2022","2022","65-74 years","65-74","Other bacterial diseases","A30-A49",1389,687211,202.1
,"Indiana","18","2022","2022","75-84 years","75-84","Other bacterial diseases","A30-A49",1399,341787,409.3
,"Indiana","18","2022","2022","85+ years","85+","Other bacterial diseases","A30-A49",977,126680,771.2
,"Indiana","18","2023","2023","25-34 years","25-34","Other bacterial diseases","A30-A49",40,901469,4.4
,"Indiana","18","2023","2023","35-44 years","35-44","Other bacterial diseases","A30-A49",130,870155,14.9
,"Indiana","18","2023","2023","45-54 years","45-54","Other bacterial diseases","A30-A49",305,818696,37.3
